,inns_number,bat,team,bowl,opposition,ball,ball_id,outs,dismissal,over,phase,noball,wide,date,year,ground,country,bat_hand,bowl_style,bowl_kind,bowl_category,runs,balls,line,length,shot,control,inns,1s,2s,3s,4s,5s,6s,bowler_dismissed?,dots
218,1.0,Shubman Gill,Kolkata Knight Riders,Rahul Chahar,Mumbai Indians,1.0,13.01,0,,14.0,Middle,0.0,1.0,2019-04-28,2019.0,"Eden Gardens, Kolkata",India,RHB,LBG,spin bowler,RWS,0.0,0.0,WIDE_DOWN_LEG,GOOD_LENGTH,LEFT_ALONE,0.0,1,0,0,0,0,0,0,0,0
4,1.0,Shubman Gill,Kolkata Knight Riders,Lasith Malinga,Mumbai Indians,1.0,5.01,0,,6.0,PP,0.0,0.0,2019-04-28,2019.0,"Eden Gardens, Kolkata",India,RHB,RF,pace bowler,RAP,1.0,1.0,ON_THE_STUMPS,GOOD_LENGTH,FLICK,1.0,1,1,0,0,0,0,0,0,0
6,1.0,Shubman Gill,Kolkata Knight Riders,Lasith Malinga,Mumbai Indians,5.0,5.05,0,,6.0,PP,0.0,0.0,2019-04-28,2019.0,"Eden Gardens, Kolkata",India,RHB,RF,pace bowler,RAP,1.0,1.0,OUTSIDE_OFFSTUMP,GOOD_LENGTH,DAB,1.0,1,1,0,0,0,0,0,0,0
220,1.0,Shubman Gill,Kolkata Knight Riders,Rahul Chahar,Mumbai Indians,3.0,13.03,0,,14.0,Middle,0.0,0.0,2019-04-28,2019.0,"Eden Gardens, Kolkata",India,RHB,LBG,spin bowler,RWS,0.0,1.0,ON_THE_STUMPS,GOOD_LENGTH,SLOG_SHOT,0.0,1,0,0,0,0,0,0,0,1
872,2.0,Shubman Gill,Kolkata Knight Riders,Ravichandran Ashwin,Punjab Kings,6.0,7.06,0,,8.0,Middle,0.0,0.0,2019-05-03,2019.0,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",India,RHB,OB,spin bowler,RAO,1.0,1.0,OUTSIDE_OFFSTUMP,FULL,FLICK,1.0,1,1,0,0,0,0,0,0,0
968,2.0,Shubman Gill,Kolkata Knight Riders,Sam Curran,Punjab Kings,2.0,17.02,0,,18.0,Slog,0.0,0.0,2019-05-03,2019.0,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",India,RHB,LMF,pace bowler,LAP,1.0,1.0,ON_THE_STUMPS,GOOD_LENGTH,ON_DRIVE,1.0,1,1,0,0,0,0,0,0,0
22,2.0,Shubman Gill,Kolkata Knight Riders,Andrew Tye,Punjab Kings,2.0,16.02,0,,17.0,Slog,0.0,0.0,2019-05-03,2019.0,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",India,RHB,RMF,pace bowler,RAP,1.0,1.0,ON_THE_STUMPS,GOOD_LENGTH,PUSH,1.0,1,1,0,0,0,0,0,0,0
985,2.0,Shubman Gill,Kolkata Knight Riders,Arshdeep Singh,Punjab Kings,1.0,1.01,0,,2.0,PP,0.0,0.0,2019-05-03,2019.0,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",India,RHB,LMF,pace bowler,LAP,0.0,1.0,ON_THE_STUMPS,GOOD_LENGTH,STEERED,1.0,1,0,0,0,0,0,0,0,1
20,2.0,Shubman Gill,Kolkata Knight Riders,Andrew Tye,Punjab Kings,3.0,5.03,0,,6.0,PP,0.0,0.0,2019-05-03,2019.0,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",India,RHB,RMF,pace bowler,RAP,1.0,1.0,OUTSIDE_OFFSTUMP,GOOD_LENGTH,COVER_DRIVE,1.0,1,1,0,0,0,0,0,0,0
383,2.0,Shubman Gill,Kolkata Knight Riders,Mohammed Shami,Punjab Kings,4.0,0.04,0,,1.0,PP,0.0,0.0,2019-05-03,2019.0,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",India,RHB,RF,pace bowler,RAP,1.0,1.0,OUTSIDE_OFFSTUMP,GOOD_LENGTH,FLICK,0.0,1,1,0,0,0,0,0,0,0
382,2.0,Shubman Gill,Kolkata Knight Riders,Mohammed Shami,Punjab Kings,2.0,0.02,0,,1.0,PP,0.0,0.0,2019-05-03,2019.0,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",India,RHB,RF,pace bowler,RAP,1.0,1.0,WIDE_OUTSIDE_OFFSTUMP,GOOD_LENGTH,CUT_SHOT,1.0,1,1,0,0,0,0,0,0,0
381,2.0,Shubman Gill,Kolkata Knight Riders,Mohammed Shami,Punjab Kings,1.0,0.01,0,,1.0,PP,0.0,0.0,2019-05-03,2019.0,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",India,RHB,RF,pace bowler,RAP,0.0,1.0,OUTSIDE_OFFSTUMP,GOOD_LENGTH,DEFENDED,1.0,1,0,0,0,0,0,0,0,1
818,2.0,Shubman Gill,Kolkata Knight Riders,Murugan Ashwin,Punjab Kings,2.0,6.02,0,,7.0,Middle,0.0,0.0,2019-05-03,2019.0,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",India,RHB,LBG,spin bowler,RWS,2.0,1.0,OUTSIDE_OFFSTUMP,GOOD_LENGTH,COVER_DRIVE,1.0,1,0,1,0,0,0,0,0,0
819,2.0,Shubman Gill,Kolkata Knight Riders,Murugan Ashwin,Punjab Kings,3.0,6.03,0,,7.0,Middle,0.0,0.0,2019-05-03,2019.0,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",India,RHB,LBG,spin bowler,RWS,1.0,1.0,ON_THE_STUMPS,FULL,FLICK,1.0,1,1,0,0,0,0,0,0,0
820,2.0,Shubman Gill,Kolkata Knight Riders,Murugan Ashwin,Punjab Kings,5.0,6.05,0,,7.0,Middle,0.0,0.0,2019-05-03,2019.0,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",India,RHB,LBG,spin bowler,RWS,1.0,1.0,ON_THE_STUMPS,FULL,ON_DRIVE,1.0,1,1,0,0,0,0,0,0,0
821,2.0,Shubman Gill,Kolkata Knight Riders,Murugan Ashwin,Punjab Kings,1.0,8.01,0,,9.0,Middle,0.0,0.0,2019-05-03,2019.0,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",India,RHB,LBG,spin bowler,RWS,1.0,1.0,ON_THE_STUMPS,FULL,ON_DRIVE,0.0,1,1,0,0,0,0,0,0,0
21,2.0,Shubman Gill,Kolkata Knight Riders,Andrew Tye,Punjab Kings,1.0,13.01,0,,14.0,Middle,0.0,0.0,2019-05-03,2019.0,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",India,RHB,RMF,pace bowler,RAP,1.0,1.0,ON_THE_STUMPS,GOOD_LENGTH,ON_DRIVE,1.0,1,1,0,0,0,0,0,0,0
822,2.0,Shubman Gill,Kolkata Knight Riders,Murugan Ashwin,Punjab Kings,6.0,8.06,0,,9.0,Middle,0.0,0.0,2019-05-03,2019.0,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",India,RHB,LBG,spin bowler,RWS,1.0,1.0,ON_THE_STUMPS,FULL,ON_DRIVE,1.0,1,1,0,0,0,0,0,0,0
387,2.0,Shubman Gill,Kolkata Knight Riders,Mohammed Shami,Punjab Kings,6.0,2.06,0,,3.0,PP,0.0,0.0,2019-05-03,2019.0,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",India,RHB,RF,pace bowler,RAP,0.0,1.0,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,PULL,0.0,1,0,0,0,0,0,0,0,1
388,2.0,Shubman Gill,Kolkata Knight Riders,Mohammed Shami,Punjab Kings,1.0,14.01,0,,15.0,Middle,0.0,0.0,2019-05-03,2019.0,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",India,RHB,RF,pace bowler,RAP,1.0,1.0,ON_THE_STUMPS,GOOD_LENGTH,FLICK,1.0,1,1,0,0,0,0,0,0,0
389,2.0,Shubman Gill,Kolkata Knight Riders,Mohammed Shami,Punjab Kings,6.0,14.06,0,,15.0,Middle,0.0,0.0,2019-05-03,2019.0,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",India,RHB,RF,pace bowler,RAP,0.0,1.0,ON_THE_STUMPS,GOOD_LENGTH,FLICK,0.0,1,0,0,0,0,0,0,0,1
988,2.0,Shubman Gill,Kolkata Knight Riders,Arshdeep Singh,Punjab Kings,6.0,3.06,0,,4.0,PP,0.0,0.0,2019-05-03,2019.0,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",India,RHB,LMF,pace bowler,LAP,2.0,1.0,ON_THE_STUMPS,FULL,ON_DRIVE,1.0,1,0,1,0,0,0,0,0,0
987,2.0,Shubman Gill,Kolkata Knight Riders,Arshdeep Singh,Punjab Kings,3.0,1.03,0,,2.0,PP,0.0,0.0,2019-05-03,2019.0,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",India,RHB,LMF,pace bowler,LAP,1.0,1.0,ON_THE_STUMPS,GOOD_LENGTH,FLICK,1.0,1,1,0,0,0,0,0,0,0
986,2.0,Shubman Gill,Kolkata Knight Riders,Arshdeep Singh,Punjab Kings,2.0,1.02,0,,2.0,PP,0.0,0.0,2019-05-03,2019.0,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",India,RHB,LMF,pace bowler,LAP,0.0,1.0,ON_THE_STUMPS,GOOD_LENGTH,COVER_DRIVE,1.0,1,0,0,0,0,0,0,0,1
967,2.0,Shubman Gill,Kolkata Knight Riders,Sam Curran,Punjab Kings,6.0,15.06,0,,16.0,Middle,0.0,0.0,2019-05-03,2019.0,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",India,RHB,LMF,pace bowler,LAP,2.0,1.0,ON_THE_STUMPS,GOOD_LENGTH,FLICK,1.0,1,0,1,0,0,0,0,0,0
386,2.0,Shubman Gill,Kolkata Knight Riders,Mohammed Shami,Punjab Kings,4.0,2.04,0,,3.0,PP,0.0,0.0,2019-05-03,2019.0,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",India,RHB,RF,pace bowler,RAP,1.0,1.0,OUTSIDE_OFFSTUMP,GOOD_LENGTH,DEFENDED,1.0,1,1,0,0,0,0,0,0,0
966,2.0,Shubman Gill,Kolkata Knight Riders,Sam Curran,Punjab Kings,5.0,15.05,0,,16.0,Middle,0.0,0.0,2019-05-03,2019.0,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",India,RHB,LMF,pace bowler,LAP,0.0,1.0,OUTSIDE_OFFSTUMP,GOOD_LENGTH,DEFENDED,1.0,1,0,0,0,0,0,0,0,1
965,2.0,Shubman Gill,Kolkata Knight Riders,Sam Curran,Punjab Kings,4.0,15.04,0,,16.0,Middle,0.0,0.0,2019-05-03,2019.0,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",India,RHB,LMF,pace bowler,LAP,0.0,1.0,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,CUT_SHOT,1.0,1,0,0,0,0,0,0,0,1
964,2.0,Shubman Gill,Kolkata Knight Riders,Sam Curran,Punjab Kings,3.0,15.03,0,,16.0,Middle,0.0,0.0,2019-05-03,2019.0,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",India,RHB,LMF,pace bowler,LAP,2.0,1.0,ON_THE_STUMPS,GOOD_LENGTH,FLICK,1.0,1,0,1,0,0,0,0,0,0
873,2.0,Shubman Gill,Kolkata Knight Riders,Ravichandran Ashwin,Punjab Kings,2.0,10.02,0,,11.0,Middle,0.0,0.0,2019-05-03,2019.0,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",India,RHB,OB,spin bowler,RAO,1.0,1.0,OUTSIDE_OFFSTUMP,GOOD_LENGTH,ON_DRIVE,1.0,1,1,0,0,0,0,0,0,0
874,2.0,Shubman Gill,Kolkata Knight Riders,Ravichandran Ashwin,Punjab Kings,5.0,10.05,0,,11.0,Middle,0.0,0.0,2019-05-03,2019.0,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",India,RHB,OB,spin bowler,RAO,0.0,1.0,OUTSIDE_OFFSTUMP,GOOD_LENGTH,COVER_DRIVE,1.0,1,0,0,0,0,0,0,0,1
875,2.0,Shubman Gill,Kolkata Knight Riders,Ravichandran Ashwin,Punjab Kings,6.0,10.06,0,,11.0,Middle,0.0,0.0,2019-05-03,2019.0,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",India,RHB,OB,spin bowler,RAO,1.0,1.0,ON_THE_STUMPS,GOOD_LENGTH,SWEEP_SHOT,1.0,1,1,0,0,0,0,0,0,0
876,2.0,Shubman Gill,Kolkata Knight Riders,Ravichandran Ashwin,Punjab Kings,1.0,12.01,0,,13.0,Middle,0.0,0.0,2019-05-03,2019.0,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",India,RHB,OB,spin bowler,RAO,6.0,1.0,ON_THE_STUMPS,GOOD_LENGTH,ON_DRIVE,1.0,1,0,0,0,0,0,1,0,0
877,2.0,Shubman Gill,Kolkata Knight Riders,Ravichandran Ashwin,Punjab Kings,2.0,12.02,0,,13.0,Middle,0.0,0.0,2019-05-03,2019.0,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",India,RHB,OB,spin bowler,RAO,0.0,1.0,OUTSIDE_OFFSTUMP,GOOD_LENGTH,CUT_SHOT,1.0,1,0,0,0,0,0,0,0,1
878,2.0,Shubman Gill,Kolkata Knight Riders,Ravichandran Ashwin,Punjab Kings,3.0,12.03,0,,13.0,Middle,0.0,0.0,2019-05-03,2019.0,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",India,RHB,OB,spin bowler,RAO,6.0,1.0,ON_THE_STUMPS,GOOD_LENGTH,SLOG_SHOT,1.0,1,0,0,0,0,0,1,0,0
384,2.0,Shubman Gill,Kolkata Knight Riders,Mohammed Shami,Punjab Kings,2.0,2.02,0,,3.0,PP,0.0,0.0,2019-05-03,2019.0,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",India,RHB,RF,pace bowler,RAP,0.0,1.0,OUTSIDE_OFFSTUMP,YORKER,DEFENDED,1.0,1,0,0,0,0,0,0,0,1
880,2.0,Shubman Gill,Kolkata Knight Riders,Ravichandran Ashwin,Punjab Kings,5.0,12.05,0,,13.0,Middle,0.0,1.0,2019-05-03,2019.0,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",India,RHB,OB,spin bowler,RAO,0.0,0.0,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,LEFT_ALONE,1.0,1,0,0,0,0,0,0,0,0
881,2.0,Shubman Gill,Kolkata Knight Riders,Ravichandran Ashwin,Punjab Kings,6.0,12.06,0,,13.0,Middle,0.0,0.0,2019-05-03,2019.0,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",India,RHB,OB,spin bowler,RAO,4.0,1.0,OUTSIDE_OFFSTUMP,GOOD_LENGTH,CUT_SHOT,1.0,1,0,0,0,1,0,0,0,0
882,2.0,Shubman Gill,Kolkata Knight Riders,Ravichandran Ashwin,Punjab Kings,7.0,12.07,0,,13.0,Middle,0.0,0.0,2019-05-03,2019.0,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",India,RHB,OB,spin bowler,RAO,1.0,1.0,ON_THE_STUMPS,GOOD_LENGTH,FLICK,1.0,1,1,0,0,0,0,0,0,0
18,2.0,Shubman Gill,Kolkata Knight Riders,Andrew Tye,Punjab Kings,1.0,5.01,0,,6.0,PP,0.0,0.0,2019-05-03,2019.0,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",India,RHB,RMF,pace bowler,RAP,4.0,1.0,ON_THE_STUMPS,SHORT_OF_A_GOOD_LENGTH,FLICK,1.0,1,0,0,0,1,0,0,0,0
19,2.0,Shubman Gill,Kolkata Knight Riders,Andrew Tye,Punjab Kings,2.0,5.02,0,,6.0,PP,0.0,0.0,2019-05-03,2019.0,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",India,RHB,RMF,pace bowler,RAP,0.0,1.0,OUTSIDE_OFFSTUMP,GOOD_LENGTH,STEERED,1.0,1,0,0,0,0,0,0,0,1
879,2.0,Shubman Gill,Kolkata Knight Riders,Ravichandran Ashwin,Punjab Kings,4.0,12.04,0,,13.0,Middle,0.0,0.0,2019-05-03,2019.0,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",India,RHB,OB,spin bowler,RAO,0.0,1.0,ON_THE_STUMPS,GOOD_LENGTH,DEFENDED,1.0,1,0,0,0,0,0,0,0,1
957,2.0,Shubman Gill,Kolkata Knight Riders,Sam Curran,Punjab Kings,3.0,9.03,0,,10.0,Middle,0.0,0.0,2019-05-03,2019.0,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",India,RHB,LMF,pace bowler,LAP,4.0,1.0,OUTSIDE_OFFSTUMP,GOOD_LENGTH,COVER_DRIVE,1.0,1,0,0,0,1,0,0,0,0
23,2.0,Shubman Gill,Kolkata Knight Riders,Andrew Tye,Punjab Kings,4.0,16.04,0,,17.0,Slog,0.0,0.0,2019-05-03,2019.0,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",India,RHB,RMF,pace bowler,RAP,4.0,1.0,ON_THE_STUMPS,SHORT_OF_A_GOOD_LENGTH,PULL,1.0,1,0,0,0,1,0,0,0,0
24,2.0,Shubman Gill,Kolkata Knight Riders,Andrew Tye,Punjab Kings,5.0,16.05,0,,17.0,Slog,0.0,0.0,2019-05-03,2019.0,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",India,RHB,RMF,pace bowler,RAP,1.0,1.0,ON_THE_STUMPS,GOOD_LENGTH,PUSH,1.0,1,1,0,0,0,0,0,0,0
871,2.0,Shubman Gill,Kolkata Knight Riders,Ravichandran Ashwin,Punjab Kings,2.0,7.02,0,,8.0,Middle,0.0,0.0,2019-05-03,2019.0,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",India,RHB,OB,spin bowler,RAO,1.0,1.0,ON_THE_STUMPS,GOOD_LENGTH,ON_DRIVE,1.0,1,1,0,0,0,0,0,0,0
963,2.0,Shubman Gill,Kolkata Knight Riders,Sam Curran,Punjab Kings,1.0,15.01,0,,16.0,Middle,0.0,0.0,2019-05-03,2019.0,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",India,RHB,LMF,pace bowler,LAP,1.0,1.0,OUTSIDE_OFFSTUMP,GOOD_LENGTH,COVER_DRIVE,1.0,1,1,0,0,0,0,0,0,0
962,2.0,Shubman Gill,Kolkata Knight Riders,Sam Curran,Punjab Kings,4.0,11.04,0,,12.0,Middle,0.0,0.0,2019-05-03,2019.0,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",India,RHB,LMF,pace bowler,LAP,1.0,1.0,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,CUT_SHOT,1.0,1,1,0,0,0,0,0,0,0
956,2.0,Shubman Gill,Kolkata Knight Riders,Sam Curran,Punjab Kings,1.0,9.01,0,,10.0,Middle,0.0,0.0,2019-05-03,2019.0,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",India,RHB,LMF,pace bowler,LAP,1.0,1.0,OUTSIDE_OFFSTUMP,GOOD_LENGTH,FLICK,1.0,1,1,0,0,0,0,0,0,0
385,2.0,Shubman Gill,Kolkata Knight Riders,Mohammed Shami,Punjab Kings,3.0,2.03,0,,3.0,PP,0.0,0.0,2019-05-03,2019.0,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",India,RHB,RF,pace bowler,RAP,4.0,1.0,OUTSIDE_OFFSTUMP,GOOD_LENGTH,FLICK,1.0,1,0,0,0,1,0,0,0,0
960,2.0,Shubman Gill,Kolkata Knight Riders,Sam Curran,Punjab Kings,6.0,9.06,0,,10.0,Middle,0.0,0.0,2019-05-03,2019.0,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",India,RHB,LMF,pace bowler,LAP,2.0,1.0,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,PULL,1.0,1,0,1,0,0,0,0,0,0
958,2.0,Shubman Gill,Kolkata Knight Riders,Sam Curran,Punjab Kings,4.0,9.04,0,,10.0,Middle,0.0,0.0,2019-05-03,2019.0,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",India,RHB,LMF,pace bowler,LAP,0.0,1.0,OUTSIDE_OFFSTUMP,FULL,COVER_DRIVE,1.0,1,0,0,0,0,0,0,0,1
959,2.0,Shubman Gill,Kolkata Knight Riders,Sam Curran,Punjab Kings,5.0,9.05,0,,10.0,Middle,0.0,0.0,2019-05-03,2019.0,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",India,RHB,LMF,pace bowler,LAP,0.0,1.0,WIDE_OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,CUT_SHOT,0.0,1,0,0,0,0,0,0,0,1
961,2.0,Shubman Gill,Kolkata Knight Riders,Sam Curran,Punjab Kings,1.0,11.01,0,,12.0,Middle,0.0,0.0,2019-05-03,2019.0,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",India,RHB,LMF,pace bowler,LAP,1.0,1.0,ON_THE_STUMPS,GOOD_LENGTH,FLICK,1.0,1,1,0,0,0,0,0,0,0
11,1.0,Shubman Gill,Kolkata Knight Riders,Lasith Malinga,Mumbai Indians,2.0,3.02,0,,4.0,PP,0.0,0.0,2019-05-05,2019.0,"Wankhede Stadium, Mumbai",India,RHB,RF,pace bowler,RAP,1.0,1.0,OUTSIDE_OFFSTUMP,FULL,FLICK,1.0,1,1,0,0,0,0,0,0,0
10,1.0,Shubman Gill,Kolkata Knight Riders,Lasith Malinga,Mumbai Indians,1.0,3.01,0,,4.0,PP,0.0,0.0,2019-05-05,2019.0,"Wankhede Stadium, Mumbai",India,RHB,RF,pace bowler,RAP,2.0,1.0,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,PULL,1.0,1,0,1,0,0,0,0,0,0
644,1.0,Shubman Gill,Kolkata Knight Riders,Mitchell McClenaghan,Mumbai Indians,5.0,2.05,0,,3.0,PP,0.0,0.0,2019-05-05,2019.0,"Wankhede Stadium, Mumbai",India,RHB,LFM,pace bowler,LAP,1.0,1.0,DOWN_LEG,SHORT,PULL,1.0,1,1,0,0,0,0,0,0,0
643,1.0,Shubman Gill,Kolkata Knight Riders,Mitchell McClenaghan,Mumbai Indians,3.0,2.03,0,,3.0,PP,0.0,0.0,2019-05-05,2019.0,"Wankhede Stadium, Mumbai",India,RHB,LFM,pace bowler,LAP,1.0,1.0,ON_THE_STUMPS,FULL,SLOG_SHOT,0.0,1,1,0,0,0,0,0,0,0
483,1.0,Shubman Gill,Kolkata Knight Riders,Hardik Pandya,Mumbai Indians,1.0,6.01,1,leg before wicket,7.0,Middle,0.0,0.0,2019-05-05,2019.0,"Wankhede Stadium, Mumbai",India,RHB,RMF,pace bowler,RAP,0.0,1.0,OUTSIDE_OFFSTUMP,FULL,FLICK,0.0,1,0,0,0,0,0,0,1,1
365,1.0,Shubman Gill,Kolkata Knight Riders,Jasprit Bumrah,Mumbai Indians,1.0,4.01,0,,5.0,PP,0.0,0.0,2019-05-05,2019.0,"Wankhede Stadium, Mumbai",India,RHB,RF,pace bowler,RAP,1.0,1.0,OUTSIDE_OFFSTUMP,GOOD_LENGTH,PUSH,1.0,1,1,0,0,0,0,0,0,0
641,1.0,Shubman Gill,Kolkata Knight Riders,Mitchell McClenaghan,Mumbai Indians,6.0,0.06,0,,1.0,PP,0.0,0.0,2019-05-05,2019.0,"Wankhede Stadium, Mumbai",India,RHB,LFM,pace bowler,LAP,1.0,1.0,,,DEFENDED,1.0,1,1,0,0,0,0,0,0,0
640,1.0,Shubman Gill,Kolkata Knight Riders,Mitchell McClenaghan,Mumbai Indians,5.0,0.05,0,,1.0,PP,0.0,0.0,2019-05-05,2019.0,"Wankhede Stadium, Mumbai",India,RHB,LFM,pace bowler,LAP,0.0,1.0,OUTSIDE_OFFSTUMP,GOOD_LENGTH,SQUARE_DRIVE,1.0,1,0,0,0,0,0,0,0,1
637,1.0,Shubman Gill,Kolkata Knight Riders,Mitchell McClenaghan,Mumbai Indians,1.0,0.01,0,,1.0,PP,0.0,0.0,2019-05-05,2019.0,"Wankhede Stadium, Mumbai",India,RHB,LFM,pace bowler,LAP,1.0,1.0,OUTSIDE_OFFSTUMP,FULL,PUSH,1.0,1,1,0,0,0,0,0,0,0
606,1.0,Shubman Gill,Kolkata Knight Riders,Krunal Pandya,Mumbai Indians,2.0,1.02,0,,2.0,PP,0.0,0.0,2019-05-05,2019.0,"Wankhede Stadium, Mumbai",India,RHB,SLA,spin bowler,SLA,1.0,1.0,OUTSIDE_OFFSTUMP,GOOD_LENGTH,ON_DRIVE,1.0,1,1,0,0,0,0,0,0,0
639,1.0,Shubman Gill,Kolkata Knight Riders,Mitchell McClenaghan,Mumbai Indians,4.0,0.04,0,,1.0,PP,0.0,0.0,2019-05-05,2019.0,"Wankhede Stadium, Mumbai",India,RHB,LFM,pace bowler,LAP,0.0,1.0,ON_THE_STUMPS,FULL,FLICK,1.0,1,0,0,0,0,0,0,0,1
368,1.0,Shubman Gill,Kolkata Knight Riders,Jasprit Bumrah,Mumbai Indians,7.0,4.07,0,,5.0,PP,0.0,0.0,2019-05-05,2019.0,"Wankhede Stadium, Mumbai",India,RHB,RF,pace bowler,RAP,0.0,1.0,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,DEFENDED,1.0,1,0,0,0,0,0,0,0,1
367,1.0,Shubman Gill,Kolkata Knight Riders,Jasprit Bumrah,Mumbai Indians,6.0,4.06,0,,5.0,PP,0.0,0.0,2019-05-05,2019.0,"Wankhede Stadium, Mumbai",India,RHB,RF,pace bowler,RAP,0.0,1.0,OUTSIDE_OFFSTUMP,GOOD_LENGTH,PUSH,1.0,1,0,0,0,0,0,0,0,1
366,1.0,Shubman Gill,Kolkata Knight Riders,Jasprit Bumrah,Mumbai Indians,5.0,4.05,0,,5.0,PP,0.0,0.0,2019-05-05,2019.0,"Wankhede Stadium, Mumbai",India,RHB,RF,pace bowler,RAP,0.0,1.0,OUTSIDE_OFFSTUMP,FULL,SQUARE_DRIVE,1.0,1,0,0,0,0,0,0,0,1
642,1.0,Shubman Gill,Kolkata Knight Riders,Mitchell McClenaghan,Mumbai Indians,2.0,2.02,0,,3.0,PP,0.0,0.0,2019-05-05,2019.0,"Wankhede Stadium, Mumbai",India,RHB,LFM,pace bowler,LAP,0.0,1.0,ON_THE_STUMPS,GOOD_LENGTH,FLICK,1.0,1,0,0,0,0,0,0,0,1
605,1.0,Shubman Gill,Kolkata Knight Riders,Krunal Pandya,Mumbai Indians,1.0,1.01,0,,2.0,PP,0.0,0.0,2019-05-05,2019.0,"Wankhede Stadium, Mumbai",India,RHB,SLA,spin bowler,SLA,0.0,1.0,OUTSIDE_OFFSTUMP,GOOD_LENGTH,COVER_DRIVE,1.0,1,0,0,0,0,0,0,0,1
789,2.0,Shubman Gill,Kolkata Knight Riders,James Pattinson,Mumbai Indians,4.0,1.04,0,,2.0,PP,0.0,0.0,2020-09-23,2020.0,"Zayed Cricket Stadium, Abu Dhabi",United Arab Emirates,RHB,RFM,pace bowler,RAP,1.0,1.0,OUTSIDE_OFFSTUMP,GOOD_LENGTH,PUSH,1.0,1,1,0,0,0,0,0,0,0
