,inns_number,bat,team,bowl,opposition,ball,ball_id,outs,dismissal,over,phase,noball,wide,date,year,ground,country,bat_hand,bowl_style,bowl_kind,bowl_category,runs,balls,line,length,shot,control,inns,1s,2s,3s,4s,5s,6s,bowler_dismissed?,dots
1001,1.0,Shubman Gill,Kolkata Knight Riders,Arshdeep Singh,Punjab Kings,3.0,2.03,1,bowled,3.0,PP,0.0,0.0,2021-10-01,2021.0,Dubai International Cricket Stadium,United Arab Emirates,RHB,LMF,pace bowler,LAP,0.0,1.0,ON_THE_STUMPS,GOOD_LENGTH,DEFENDED,0.0,1,0,0,0,0,0,0,1,1
1000,1.0,Shubman Gill,Kolkata Knight Riders,Arshdeep Singh,Punjab Kings,2.0,2.02,0,,3.0,PP,0.0,1.0,2021-10-01,2021.0,Dubai International Cricket Stadium,United Arab Emirates,RHB,LMF,pace bowler,LAP,0.0,0.0,DOWN_LEG,GOOD_LENGTH,SLOG_SHOT,0.0,1,0,0,0,0,0,0,0,0
999,1.0,Shubman Gill,Kolkata Knight Riders,Arshdeep Singh,Punjab Kings,1.0,2.01,0,,3.0,PP,0.0,0.0,2021-10-01,2021.0,Dubai International Cricket Stadium,United Arab Emirates,RHB,LMF,pace bowler,LAP,0.0,1.0,OUTSIDE_OFFSTUMP,FULL,COVER_DRIVE,0.0,1,0,0,0,0,0,0,0,1
201,2.0,Shubman Gill,Kolkata Knight Riders,Rashid Khan,Sunrisers Hyderabad,3.0,15.03,0,,16.0,Middle,0.0,0.0,2021-10-03,2021.0,Dubai International Cricket Stadium,United Arab Emirates,RHB,LBG,spin bowler,RWS,0.0,1.0,ON_THE_STUMPS,GOOD_LENGTH,FLICK,1.0,1,0,0,0,0,0,0,0,1
202,2.0,Shubman Gill,Kolkata Knight Riders,Rashid Khan,Sunrisers Hyderabad,4.0,15.04,0,,16.0,Middle,0.0,0.0,2021-10-03,2021.0,Dubai International Cricket Stadium,United Arab Emirates,RHB,LBG,spin bowler,RWS,1.0,1.0,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,PULL,1.0,1,1,0,0,0,0,0,0,0
1032,2.0,Shubman Gill,Kolkata Knight Riders,Jason Holder,Sunrisers Hyderabad,2.0,1.02,0,,2.0,PP,0.0,0.0,2021-10-03,2021.0,Dubai International Cricket Stadium,United Arab Emirates,RHB,RMF,pace bowler,RAP,4.0,1.0,ON_THE_STUMPS,GOOD_LENGTH,STRAIGHT_DRIVE,1.0,1,0,0,0,1,0,0,0,0
193,2.0,Shubman Gill,Kolkata Knight Riders,Rashid Khan,Sunrisers Hyderabad,5.0,10.05,0,,11.0,Middle,0.0,0.0,2021-10-03,2021.0,Dubai International Cricket Stadium,United Arab Emirates,RHB,LBG,spin bowler,RWS,0.0,1.0,OUTSIDE_OFFSTUMP,FULL,COVER_DRIVE,1.0,1,0,0,0,0,0,0,0,1
525,2.0,Shubman Gill,Kolkata Knight Riders,Siddarth Kaul,Sunrisers Hyderabad,5.0,7.05,0,,8.0,Middle,0.0,0.0,2021-10-03,2021.0,Dubai International Cricket Stadium,United Arab Emirates,RHB,RM,pace bowler,RAP,0.0,1.0,ON_THE_STUMPS,FULL,ON_DRIVE,1.0,1,0,0,0,0,0,0,0,1
200,2.0,Shubman Gill,Kolkata Knight Riders,Rashid Khan,Sunrisers Hyderabad,2.0,15.02,0,,16.0,Middle,0.0,0.0,2021-10-03,2021.0,Dubai International Cricket Stadium,United Arab Emirates,RHB,LBG,spin bowler,RWS,0.0,1.0,ON_THE_STUMPS,GOOD_LENGTH,PUSH,1.0,1,0,0,0,0,0,0,0,1
522,2.0,Shubman Gill,Kolkata Knight Riders,Siddarth Kaul,Sunrisers Hyderabad,1.0,7.01,0,,8.0,Middle,0.0,0.0,2021-10-03,2021.0,Dubai International Cricket Stadium,United Arab Emirates,RHB,RM,pace bowler,RAP,0.0,1.0,ON_THE_STUMPS,GOOD_LENGTH,ON_DRIVE,1.0,1,0,0,0,0,0,0,0,1
523,2.0,Shubman Gill,Kolkata Knight Riders,Siddarth Kaul,Sunrisers Hyderabad,2.0,7.02,0,,8.0,Middle,0.0,0.0,2021-10-03,2021.0,Dubai International Cricket Stadium,United Arab Emirates,RHB,RM,pace bowler,RAP,0.0,1.0,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,STEERED,1.0,1,0,0,0,0,0,0,0,1
524,2.0,Shubman Gill,Kolkata Knight Riders,Siddarth Kaul,Sunrisers Hyderabad,3.0,7.03,0,,8.0,Middle,0.0,0.0,2021-10-03,2021.0,Dubai International Cricket Stadium,United Arab Emirates,RHB,RM,pace bowler,RAP,1.0,1.0,ON_THE_STUMPS,FULL,FLICK,1.0,1,1,0,0,0,0,0,0,0
1422,2.0,Shubman Gill,Kolkata Knight Riders,Umran Malik,Sunrisers Hyderabad,5.0,14.05,0,,15.0,Middle,0.0,0.0,2021-10-03,2021.0,Dubai International Cricket Stadium,United Arab Emirates,RHB,RF,pace bowler,RAP,1.0,1.0,OUTSIDE_OFFSTUMP,FULL,PUSH,1.0,1,1,0,0,0,0,0,0,0
1033,2.0,Shubman Gill,Kolkata Knight Riders,Jason Holder,Sunrisers Hyderabad,3.0,1.03,0,,2.0,PP,0.0,0.0,2021-10-03,2021.0,Dubai International Cricket Stadium,United Arab Emirates,RHB,RMF,pace bowler,RAP,0.0,1.0,ON_THE_STUMPS,GOOD_LENGTH,PUSH,0.0,1,0,0,0,0,0,0,0,1
152,2.0,Shubman Gill,Kolkata Knight Riders,Bhuvneshwar Kumar,Sunrisers Hyderabad,4.0,5.04,0,,6.0,PP,0.0,0.0,2021-10-03,2021.0,Dubai International Cricket Stadium,United Arab Emirates,RHB,RM,pace bowler,RAP,4.0,1.0,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,CUT_SHOT,1.0,1,0,0,0,1,0,0,0,0
1035,2.0,Shubman Gill,Kolkata Knight Riders,Jason Holder,Sunrisers Hyderabad,5.0,1.05,0,,2.0,PP,0.0,0.0,2021-10-03,2021.0,Dubai International Cricket Stadium,United Arab Emirates,RHB,RMF,pace bowler,RAP,0.0,1.0,OUTSIDE_OFFSTUMP,GOOD_LENGTH,DEFENDED,1.0,1,0,0,0,0,0,0,0,1
1042,2.0,Shubman Gill,Kolkata Knight Riders,Jason Holder,Sunrisers Hyderabad,5.0,11.05,0,,12.0,Middle,0.0,0.0,2021-10-03,2021.0,Dubai International Cricket Stadium,United Arab Emirates,RHB,RMF,pace bowler,RAP,4.0,1.0,OUTSIDE_OFFSTUMP,SHORT,PULL,1.0,1,0,0,0,1,0,0,0,0
146,2.0,Shubman Gill,Kolkata Knight Riders,Bhuvneshwar Kumar,Sunrisers Hyderabad,1.0,0.01,0,,1.0,PP,0.0,0.0,2021-10-03,2021.0,Dubai International Cricket Stadium,United Arab Emirates,RHB,RM,pace bowler,RAP,0.0,1.0,OUTSIDE_OFFSTUMP,GOOD_LENGTH,LEFT_ALONE,1.0,1,0,0,0,0,0,0,0,1
147,2.0,Shubman Gill,Kolkata Knight Riders,Bhuvneshwar Kumar,Sunrisers Hyderabad,2.0,0.02,0,,1.0,PP,0.0,0.0,2021-10-03,2021.0,Dubai International Cricket Stadium,United Arab Emirates,RHB,RM,pace bowler,RAP,1.0,1.0,OUTSIDE_OFFSTUMP,FULL,COVER_DRIVE,1.0,1,1,0,0,0,0,0,0,0
148,2.0,Shubman Gill,Kolkata Knight Riders,Bhuvneshwar Kumar,Sunrisers Hyderabad,4.0,0.04,0,,1.0,PP,0.0,0.0,2021-10-03,2021.0,Dubai International Cricket Stadium,United Arab Emirates,RHB,RM,pace bowler,RAP,0.0,1.0,OUTSIDE_OFFSTUMP,GOOD_LENGTH,LEFT_ALONE,1.0,1,0,0,0,0,0,0,0,1
149,2.0,Shubman Gill,Kolkata Knight Riders,Bhuvneshwar Kumar,Sunrisers Hyderabad,5.0,0.05,0,,1.0,PP,0.0,0.0,2021-10-03,2021.0,Dubai International Cricket Stadium,United Arab Emirates,RHB,RM,pace bowler,RAP,0.0,1.0,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,PUSH,1.0,1,0,0,0,0,0,0,0,1
526,2.0,Shubman Gill,Kolkata Knight Riders,Siddarth Kaul,Sunrisers Hyderabad,6.0,7.06,0,,8.0,Middle,0.0,0.0,2021-10-03,2021.0,Dubai International Cricket Stadium,United Arab Emirates,RHB,RM,pace bowler,RAP,0.0,1.0,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,DAB,1.0,1,0,0,0,0,0,0,0,1
527,2.0,Shubman Gill,Kolkata Knight Riders,Siddarth Kaul,Sunrisers Hyderabad,1.0,9.01,0,,10.0,Middle,0.0,0.0,2021-10-03,2021.0,Dubai International Cricket Stadium,United Arab Emirates,RHB,RM,pace bowler,RAP,0.0,1.0,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,CUT_SHOT,1.0,1,0,0,0,0,0,0,0,1
1041,2.0,Shubman Gill,Kolkata Knight Riders,Jason Holder,Sunrisers Hyderabad,3.0,11.03,0,,12.0,Middle,0.0,0.0,2021-10-03,2021.0,Dubai International Cricket Stadium,United Arab Emirates,RHB,RMF,pace bowler,RAP,1.0,1.0,ON_THE_STUMPS,SHORT_OF_A_GOOD_LENGTH,PULL,0.0,1,1,0,0,0,0,0,0,0
528,2.0,Shubman Gill,Kolkata Knight Riders,Siddarth Kaul,Sunrisers Hyderabad,2.0,9.02,0,,10.0,Middle,0.0,0.0,2021-10-03,2021.0,Dubai International Cricket Stadium,United Arab Emirates,RHB,RM,pace bowler,RAP,0.0,1.0,OUTSIDE_OFFSTUMP,SHORT,LEFT_ALONE,1.0,1,0,0,0,0,0,0,0,1
530,2.0,Shubman Gill,Kolkata Knight Riders,Siddarth Kaul,Sunrisers Hyderabad,6.0,9.06,0,,10.0,Middle,0.0,0.0,2021-10-03,2021.0,Dubai International Cricket Stadium,United Arab Emirates,RHB,RM,pace bowler,RAP,0.0,1.0,OUTSIDE_OFFSTUMP,GOOD_LENGTH,PUSH,1.0,1,0,0,0,0,0,0,0,1
1043,2.0,Shubman Gill,Kolkata Knight Riders,Jason Holder,Sunrisers Hyderabad,6.0,11.06,0,,12.0,Middle,0.0,0.0,2021-10-03,2021.0,Dubai International Cricket Stadium,United Arab Emirates,RHB,RMF,pace bowler,RAP,1.0,1.0,OUTSIDE_OFFSTUMP,SHORT,PULL,1.0,1,1,0,0,0,0,0,0,0
531,2.0,Shubman Gill,Kolkata Knight Riders,Siddarth Kaul,Sunrisers Hyderabad,2.0,16.02,0,,17.0,Slog,0.0,0.0,2021-10-03,2021.0,Dubai International Cricket Stadium,United Arab Emirates,RHB,RM,pace bowler,RAP,0.0,1.0,DOWN_LEG,FULL,COVER_DRIVE,1.0,1,0,0,0,0,0,0,0,1
532,2.0,Shubman Gill,Kolkata Knight Riders,Siddarth Kaul,Sunrisers Hyderabad,3.0,16.03,1,caught,17.0,Slog,0.0,0.0,2021-10-03,2021.0,Dubai International Cricket Stadium,United Arab Emirates,RHB,RM,pace bowler,RAP,0.0,1.0,ON_THE_STUMPS,FULL,FLICK,0.0,1,0,0,0,0,0,0,1,1
154,2.0,Shubman Gill,Kolkata Knight Riders,Bhuvneshwar Kumar,Sunrisers Hyderabad,6.0,5.06,0,,6.0,PP,0.0,0.0,2021-10-03,2021.0,Dubai International Cricket Stadium,United Arab Emirates,RHB,RM,pace bowler,RAP,0.0,1.0,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,PUSH,1.0,1,0,0,0,0,0,0,0,1
150,2.0,Shubman Gill,Kolkata Knight Riders,Bhuvneshwar Kumar,Sunrisers Hyderabad,6.0,0.06,0,,1.0,PP,0.0,0.0,2021-10-03,2021.0,Dubai International Cricket Stadium,United Arab Emirates,RHB,RM,pace bowler,RAP,0.0,1.0,OUTSIDE_OFFSTUMP,GOOD_LENGTH,DEFENDED,1.0,1,0,0,0,0,0,0,0,1
151,2.0,Shubman Gill,Kolkata Knight Riders,Bhuvneshwar Kumar,Sunrisers Hyderabad,3.0,5.03,0,,6.0,PP,0.0,0.0,2021-10-03,2021.0,Dubai International Cricket Stadium,United Arab Emirates,RHB,RM,pace bowler,RAP,0.0,1.0,OUTSIDE_OFFSTUMP,GOOD_LENGTH,PUSH,1.0,1,0,0,0,0,0,0,0,1
529,2.0,Shubman Gill,Kolkata Knight Riders,Siddarth Kaul,Sunrisers Hyderabad,3.0,9.03,0,,10.0,Middle,0.0,0.0,2021-10-03,2021.0,Dubai International Cricket Stadium,United Arab Emirates,RHB,RM,pace bowler,RAP,1.0,1.0,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,CUT_SHOT,1.0,1,1,0,0,0,0,0,0,0
1034,2.0,Shubman Gill,Kolkata Knight Riders,Jason Holder,Sunrisers Hyderabad,4.0,1.04,0,,2.0,PP,0.0,0.0,2021-10-03,2021.0,Dubai International Cricket Stadium,United Arab Emirates,RHB,RMF,pace bowler,RAP,0.0,1.0,ON_THE_STUMPS,GOOD_LENGTH,ON_DRIVE,1.0,1,0,0,0,0,0,0,0,1
1040,2.0,Shubman Gill,Kolkata Knight Riders,Jason Holder,Sunrisers Hyderabad,2.0,11.02,0,,12.0,Middle,0.0,0.0,2021-10-03,2021.0,Dubai International Cricket Stadium,United Arab Emirates,RHB,RMF,pace bowler,RAP,4.0,1.0,OUTSIDE_OFFSTUMP,SHORT,PULL,1.0,1,0,0,0,1,0,0,0,0
1038,2.0,Shubman Gill,Kolkata Knight Riders,Jason Holder,Sunrisers Hyderabad,5.0,4.05,0,,5.0,PP,0.0,0.0,2021-10-03,2021.0,Dubai International Cricket Stadium,United Arab Emirates,RHB,RMF,pace bowler,RAP,0.0,1.0,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,LEFT_ALONE,1.0,1,0,0,0,0,0,0,0,1
194,2.0,Shubman Gill,Kolkata Knight Riders,Rashid Khan,Sunrisers Hyderabad,6.0,10.06,0,,11.0,Middle,0.0,0.0,2021-10-03,2021.0,Dubai International Cricket Stadium,United Arab Emirates,RHB,LBG,spin bowler,RWS,4.0,1.0,ON_THE_STUMPS,GOOD_LENGTH,ON_DRIVE,1.0,1,0,0,0,1,0,0,0,0
195,2.0,Shubman Gill,Kolkata Knight Riders,Rashid Khan,Sunrisers Hyderabad,1.0,13.01,0,,14.0,Middle,0.0,0.0,2021-10-03,2021.0,Dubai International Cricket Stadium,United Arab Emirates,RHB,LBG,spin bowler,RWS,0.0,1.0,ON_THE_STUMPS,GOOD_LENGTH,DEFENDED,1.0,1,0,0,0,0,0,0,0,1
196,2.0,Shubman Gill,Kolkata Knight Riders,Rashid Khan,Sunrisers Hyderabad,2.0,13.02,0,,14.0,Middle,0.0,0.0,2021-10-03,2021.0,Dubai International Cricket Stadium,United Arab Emirates,RHB,LBG,spin bowler,RWS,1.0,1.0,OUTSIDE_OFFSTUMP,GOOD_LENGTH,ON_DRIVE,1.0,1,1,0,0,0,0,0,0,0
197,2.0,Shubman Gill,Kolkata Knight Riders,Rashid Khan,Sunrisers Hyderabad,5.0,13.05,0,,14.0,Middle,0.0,0.0,2021-10-03,2021.0,Dubai International Cricket Stadium,United Arab Emirates,RHB,LBG,spin bowler,RWS,0.0,1.0,OUTSIDE_OFFSTUMP,GOOD_LENGTH,DEFENDED,1.0,1,0,0,0,0,0,0,0,1
198,2.0,Shubman Gill,Kolkata Knight Riders,Rashid Khan,Sunrisers Hyderabad,6.0,13.06,0,,14.0,Middle,0.0,0.0,2021-10-03,2021.0,Dubai International Cricket Stadium,United Arab Emirates,RHB,LBG,spin bowler,RWS,0.0,1.0,ON_THE_STUMPS,GOOD_LENGTH,FLICK,1.0,1,0,0,0,0,0,0,0,1
199,2.0,Shubman Gill,Kolkata Knight Riders,Rashid Khan,Sunrisers Hyderabad,1.0,15.01,0,,16.0,Middle,0.0,0.0,2021-10-03,2021.0,Dubai International Cricket Stadium,United Arab Emirates,RHB,LBG,spin bowler,RWS,2.0,1.0,ON_THE_STUMPS,GOOD_LENGTH,FLICK,1.0,1,0,1,0,0,0,0,0,0
1036,2.0,Shubman Gill,Kolkata Knight Riders,Jason Holder,Sunrisers Hyderabad,6.0,1.06,0,,2.0,PP,0.0,0.0,2021-10-03,2021.0,Dubai International Cricket Stadium,United Arab Emirates,RHB,RMF,pace bowler,RAP,2.0,1.0,OUTSIDE_OFFSTUMP,SHORT,PULL,1.0,1,0,1,0,0,0,0,0,0
1037,2.0,Shubman Gill,Kolkata Knight Riders,Jason Holder,Sunrisers Hyderabad,3.0,4.03,0,,5.0,PP,0.0,0.0,2021-10-03,2021.0,Dubai International Cricket Stadium,United Arab Emirates,RHB,RMF,pace bowler,RAP,1.0,1.0,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,CUT_SHOT,0.0,1,1,0,0,0,0,0,0,0
1414,2.0,Shubman Gill,Kolkata Knight Riders,Umran Malik,Sunrisers Hyderabad,1.0,3.01,0,,4.0,PP,0.0,0.0,2021-10-03,2021.0,Dubai International Cricket Stadium,United Arab Emirates,RHB,RF,pace bowler,RAP,4.0,1.0,WIDE_OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,CUT_SHOT,1.0,1,0,0,0,1,0,0,0,0
1415,2.0,Shubman Gill,Kolkata Knight Riders,Umran Malik,Sunrisers Hyderabad,2.0,3.02,0,,4.0,PP,0.0,0.0,2021-10-03,2021.0,Dubai International Cricket Stadium,United Arab Emirates,RHB,RF,pace bowler,RAP,2.0,1.0,OUTSIDE_OFFSTUMP,SHORT,PULL,0.0,1,0,1,0,0,0,0,0,0
1416,2.0,Shubman Gill,Kolkata Knight Riders,Umran Malik,Sunrisers Hyderabad,3.0,3.03,0,,4.0,PP,0.0,0.0,2021-10-03,2021.0,Dubai International Cricket Stadium,United Arab Emirates,RHB,RF,pace bowler,RAP,1.0,1.0,ON_THE_STUMPS,SHORT_OF_A_GOOD_LENGTH,FLICK,1.0,1,1,0,0,0,0,0,0,0
1417,2.0,Shubman Gill,Kolkata Knight Riders,Umran Malik,Sunrisers Hyderabad,1.0,12.01,0,,13.0,Middle,0.0,0.0,2021-10-03,2021.0,Dubai International Cricket Stadium,United Arab Emirates,RHB,RF,pace bowler,RAP,4.0,1.0,ON_THE_STUMPS,FULL,FLICK,1.0,1,0,0,0,1,0,0,0,0
1418,2.0,Shubman Gill,Kolkata Knight Riders,Umran Malik,Sunrisers Hyderabad,2.0,12.02,0,,13.0,Middle,0.0,0.0,2021-10-03,2021.0,Dubai International Cricket Stadium,United Arab Emirates,RHB,RF,pace bowler,RAP,4.0,1.0,OUTSIDE_OFFSTUMP,SHORT,PULL,1.0,1,0,0,0,1,0,0,0,0
1419,2.0,Shubman Gill,Kolkata Knight Riders,Umran Malik,Sunrisers Hyderabad,3.0,12.03,0,,13.0,Middle,0.0,0.0,2021-10-03,2021.0,Dubai International Cricket Stadium,United Arab Emirates,RHB,RF,pace bowler,RAP,1.0,1.0,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,FLICK,1.0,1,1,0,0,0,0,0,0,0
153,2.0,Shubman Gill,Kolkata Knight Riders,Bhuvneshwar Kumar,Sunrisers Hyderabad,5.0,5.05,0,,6.0,PP,0.0,0.0,2021-10-03,2021.0,Dubai International Cricket Stadium,United Arab Emirates,RHB,RM,pace bowler,RAP,0.0,1.0,OUTSIDE_OFFSTUMP,GOOD_LENGTH,DEFENDED,1.0,1,0,0,0,0,0,0,0,1
1421,2.0,Shubman Gill,Kolkata Knight Riders,Umran Malik,Sunrisers Hyderabad,4.0,14.04,0,,15.0,Middle,0.0,0.0,2021-10-03,2021.0,Dubai International Cricket Stadium,United Arab Emirates,RHB,RF,pace bowler,RAP,4.0,1.0,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,PULL,1.0,1,0,0,0,1,0,0,0,0
1039,2.0,Shubman Gill,Kolkata Knight Riders,Jason Holder,Sunrisers Hyderabad,6.0,4.06,0,,5.0,PP,0.0,0.0,2021-10-03,2021.0,Dubai International Cricket Stadium,United Arab Emirates,RHB,RMF,pace bowler,RAP,4.0,1.0,WIDE_OUTSIDE_OFFSTUMP,FULL,COVER_DRIVE,0.0,1,0,0,0,1,0,0,0,0
1420,2.0,Shubman Gill,Kolkata Knight Riders,Umran Malik,Sunrisers Hyderabad,3.0,14.03,0,,15.0,Middle,0.0,0.0,2021-10-03,2021.0,Dubai International Cricket Stadium,United Arab Emirates,RHB,RF,pace bowler,RAP,0.0,1.0,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,FLICK,1.0,1,0,0,0,0,0,0,0,1
1069,1.0,Shubman Gill,Kolkata Knight Riders,Glenn Phillips,Rajasthan Royals,3.0,11.03,0,,12.0,Middle,0.0,0.0,2021-10-07,2021.0,Sharjah Cricket Stadium,United Arab Emirates,RHB,OB,spin bowler,RAO,1.0,1.0,ON_THE_STUMPS,FULL,ON_DRIVE,1.0,1,1,0,0,0,0,0,0,0
1151,1.0,Shubman Gill,Kolkata Knight Riders,Chetan Sakariya,Rajasthan Royals,1.0,2.01,0,,3.0,PP,0.0,0.0,2021-10-07,2021.0,Sharjah Cricket Stadium,United Arab Emirates,RHB,LMF,pace bowler,LAP,0.0,1.0,DOWN_LEG,GOOD_LENGTH,FLICK,1.0,1,0,0,0,0,0,0,0,1
1208,1.0,Shubman Gill,Kolkata Knight Riders,Chris Morris,Rajasthan Royals,5.0,15.05,1,caught,16.0,Middle,0.0,0.0,2021-10-07,2021.0,Sharjah Cricket Stadium,United Arab Emirates,RHB,RFM,pace bowler,RAP,0.0,1.0,ON_THE_STUMPS,FULL,SLOG_SHOT,0.0,1,0,0,0,0,0,0,1,1
1159,1.0,Shubman Gill,Kolkata Knight Riders,Chetan Sakariya,Rajasthan Royals,5.0,4.05,0,,5.0,PP,0.0,0.0,2021-10-07,2021.0,Sharjah Cricket Stadium,United Arab Emirates,RHB,LMF,pace bowler,LAP,1.0,1.0,DOWN_LEG,GOOD_LENGTH,FLICK,1.0,1,1,0,0,0,0,0,0,0
1440,1.0,Shubman Gill,Kolkata Knight Riders,Shivam Dube,Rajasthan Royals,2.0,8.02,0,,9.0,Middle,0.0,0.0,2021-10-07,2021.0,Sharjah Cricket Stadium,United Arab Emirates,RHB,RM,pace bowler,RAP,1.0,1.0,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,PULL,0.0,1,1,0,0,0,0,0,0,0
1441,1.0,Shubman Gill,Kolkata Knight Riders,Shivam Dube,Rajasthan Royals,4.0,8.04,0,,9.0,Middle,0.0,0.0,2021-10-07,2021.0,Sharjah Cricket Stadium,United Arab Emirates,RHB,RM,pace bowler,RAP,0.0,1.0,OUTSIDE_OFFSTUMP,GOOD_LENGTH,SLOG_SHOT,0.0,1,0,0,0,0,0,0,0,1
1442,1.0,Shubman Gill,Kolkata Knight Riders,Shivam Dube,Rajasthan Royals,5.0,8.05,0,,9.0,Middle,0.0,0.0,2021-10-07,2021.0,Sharjah Cricket Stadium,United Arab Emirates,RHB,RM,pace bowler,RAP,1.0,1.0,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,PULL,1.0,1,1,0,0,0,0,0,0,0
1333,1.0,Shubman Gill,Kolkata Knight Riders,Jaydev Unadkat,Rajasthan Royals,2.0,0.02,0,,1.0,PP,0.0,0.0,2021-10-07,2021.0,Sharjah Cricket Stadium,United Arab Emirates,RHB,LM,pace bowler,LAP,2.0,1.0,ON_THE_STUMPS,SHORT_OF_A_GOOD_LENGTH,FLICK,1.0,1,0,1,0,0,0,0,0,0
1444,1.0,Shubman Gill,Kolkata Knight Riders,Shivam Dube,Rajasthan Royals,3.0,13.03,0,,14.0,Middle,0.0,0.0,2021-10-07,2021.0,Sharjah Cricket Stadium,United Arab Emirates,RHB,RM,pace bowler,RAP,1.0,1.0,OUTSIDE_OFFSTUMP,FULL_TOSS,STRAIGHT_DRIVE,0.0,1,1,0,0,0,0,0,0,0
1160,1.0,Shubman Gill,Kolkata Knight Riders,Chetan Sakariya,Rajasthan Royals,1.0,14.01,0,,15.0,Middle,0.0,0.0,2021-10-07,2021.0,Sharjah Cricket Stadium,United Arab Emirates,RHB,LMF,pace bowler,LAP,1.0,1.0,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,CUT_SHOT,0.0,1,1,0,0,0,0,0,0,0
1161,1.0,Shubman Gill,Kolkata Knight Riders,Chetan Sakariya,Rajasthan Royals,3.0,14.03,0,,15.0,Middle,0.0,0.0,2021-10-07,2021.0,Sharjah Cricket Stadium,United Arab Emirates,RHB,LMF,pace bowler,LAP,1.0,1.0,OUTSIDE_OFFSTUMP,GOOD_LENGTH,FLICK,1.0,1,1,0,0,0,0,0,0,0
1162,1.0,Shubman Gill,Kolkata Knight Riders,Chetan Sakariya,Rajasthan Royals,5.0,14.05,0,,15.0,Middle,0.0,0.0,2021-10-07,2021.0,Sharjah Cricket Stadium,United Arab Emirates,RHB,LMF,pace bowler,LAP,4.0,1.0,OUTSIDE_OFFSTUMP,GOOD_LENGTH,SLOG_SHOT,0.0,1,0,0,0,1,0,0,0,0
1163,1.0,Shubman Gill,Kolkata Knight Riders,Chetan Sakariya,Rajasthan Royals,6.0,14.06,0,,15.0,Middle,0.0,0.0,2021-10-07,2021.0,Sharjah Cricket Stadium,United Arab Emirates,RHB,LMF,pace bowler,LAP,0.0,1.0,WIDE_OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,SLOG_SHOT,0.0,1,0,0,0,0,0,0,0,1
1158,1.0,Shubman Gill,Kolkata Knight Riders,Chetan Sakariya,Rajasthan Royals,4.0,4.04,0,,5.0,PP,0.0,0.0,2021-10-07,2021.0,Sharjah Cricket Stadium,United Arab Emirates,RHB,LMF,pace bowler,LAP,0.0,1.0,ON_THE_STUMPS,GOOD_LENGTH,DAB,1.0,1,0,0,0,0,0,0,0,1
1340,1.0,Shubman Gill,Kolkata Knight Riders,Jaydev Unadkat,Rajasthan Royals,4.0,6.04,0,,7.0,Middle,0.0,0.0,2021-10-07,2021.0,Sharjah Cricket Stadium,United Arab Emirates,RHB,LM,pace bowler,LAP,1.0,1.0,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,CUT_SHOT,1.0,1,1,0,0,0,0,0,0,0
1338,1.0,Shubman Gill,Kolkata Knight Riders,Jaydev Unadkat,Rajasthan Royals,1.0,6.01,0,,7.0,Middle,0.0,0.0,2021-10-07,2021.0,Sharjah Cricket Stadium,United Arab Emirates,RHB,LM,pace bowler,LAP,1.0,1.0,OUTSIDE_OFFSTUMP,SHORT_OF_A_GOOD_LENGTH,SLOG_SHOT,0.0,1,1,0,0,0,0,0,0,0
1337,1.0,Shubman Gill,Kolkata Knight Riders,Jaydev Unadkat,Rajasthan Royals,6.0,3.06,0,,4.0,PP,0.0,0.0,2021-10-07,2021.0,Sharjah Cricket Stadium,United Arab Emirates,RHB,LM,pace bowler,LAP,1.0,1.0,ON_THE_STUMPS,SHORT_OF_A_GOOD_LENGTH,ON_DRIVE,1.0,1,1,0,0,0,0,0,0,0
1336,1.0,Shubman Gill,Kolkata Knight Riders,Jaydev Unadkat,Rajasthan Royals,5.0,0.05,0,,1.0,PP,0.0,0.0,2021-10-07,2021.0,Sharjah Cricket Stadium,United Arab Emirates,RHB,LM,pace bowler,LAP,1.0,1.0,ON_THE_STUMPS,GOOD_LENGTH,PUSH,1.0,1,1,0,0,0,0,0,0,0
