,date,team,inns_number,opposition,ground,dismissal,runs,balls,outs,dots,1s,2s,3s,4s,5s,6s,SR,Control%
1401,2023-05-23,Gujarat Titans,2,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",,34,29,0,13,10,1,0,4,0,1,117.24,93.1
2188,2023-05-23,Gujarat Titans,2,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",,35,30,0,13,11,1,0,4,0,1,116.67,93.33
141,2023-05-23,Gujarat Titans,2,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",,35,30,0,13,11,1,0,4,0,1,116.67,93.33
1726,2023-05-23,Gujarat Titans,2,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",,36,31,0,13,12,1,0,4,0,1,116.13,93.55
668,2023-05-23,Gujarat Titans,2,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",,36,32,0,14,12,1,0,4,0,1,112.5,93.75
1405,2023-05-23,Gujarat Titans,2,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",,38,33,0,14,12,2,0,4,0,1,115.15,93.94
818,2023-05-23,Gujarat Titans,2,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",,38,33,0,14,12,2,0,4,0,1,115.15,93.94
1421,2023-05-23,Gujarat Titans,2,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",,40,34,0,14,12,3,0,4,0,1,117.65,94.12
823,2023-05-23,Gujarat Titans,2,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",,40,34,0,14,12,3,0,4,0,1,117.65,94.12
824,2023-05-23,Gujarat Titans,2,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",,40,35,0,15,12,3,0,4,0,1,114.29,94.29
1734,2023-05-23,Gujarat Titans,2,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",,41,36,0,15,13,3,0,4,0,1,113.89,94.44
2047,2023-05-23,Gujarat Titans,2,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",,42,37,0,15,14,3,0,4,0,1,113.51,94.59
156,2023-05-23,Gujarat Titans,2,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",caught,42,38,1,16,14,3,0,4,0,1,110.53,92.11
1934,2023-05-26,Gujarat Titans,1,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",,1,1,0,0,1,0,0,0,0,0,100.0,100.0
1233,2023-05-26,Gujarat Titans,1,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",,4,2,0,0,1,0,1,0,0,0,200.0,100.0
1138,2023-05-26,Gujarat Titans,1,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",,8,3,0,0,1,0,1,1,0,0,266.67,100.0
2252,2023-05-26,Gujarat Titans,1,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",,9,4,0,0,2,0,1,1,0,0,225.0,100.0
44,2023-05-26,Gujarat Titans,1,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",,9,5,0,1,2,0,1,1,0,0,180.0,80.0
1623,2023-05-26,Gujarat Titans,1,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",,10,6,0,1,3,0,1,1,0,0,166.67,83.33
2103,2023-05-26,Gujarat Titans,1,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",,11,7,0,1,4,0,1,1,0,0,157.14,85.71
1247,2023-05-26,Gujarat Titans,1,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",,13,8,0,1,4,1,1,1,0,0,162.5,87.5
226,2023-05-26,Gujarat Titans,1,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",,13,9,0,2,4,1,1,1,0,0,144.44,77.78
370,2023-05-26,Gujarat Titans,1,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",,13,10,0,3,4,1,1,1,0,0,130.0,80.0
1963,2023-05-26,Gujarat Titans,1,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",,14,11,0,3,5,1,1,1,0,0,127.27,81.82
84,2023-05-26,Gujarat Titans,1,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",,14,12,0,4,5,1,1,1,0,0,116.67,75.0
997,2023-05-26,Gujarat Titans,1,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",,18,13,0,4,5,1,1,2,0,0,138.46,76.92
1826,2023-05-26,Gujarat Titans,1,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",,19,14,0,4,6,1,1,2,0,0,135.71,78.57
2125,2023-05-26,Gujarat Titans,1,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",,20,15,0,4,7,1,1,2,0,0,133.33,80.0
98,2023-05-26,Gujarat Titans,1,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",,20,16,0,5,7,1,1,2,0,0,125.0,81.25
248,2023-05-26,Gujarat Titans,1,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",,20,16,0,5,7,1,1,2,0,0,125.0,81.25
857,2023-05-26,Gujarat Titans,1,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",,26,17,0,5,7,1,1,2,0,1,152.94,82.35
1101,2023-05-26,Gujarat Titans,1,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",,30,18,0,5,7,1,1,3,0,1,166.67,83.33
633,2023-05-26,Gujarat Titans,1,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",,30,19,0,6,7,1,1,3,0,1,157.89,78.95
2291,2023-05-26,Gujarat Titans,1,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",,31,20,0,6,8,1,1,3,0,1,155.0,75.0
1257,2023-05-26,Gujarat Titans,1,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",,33,21,0,6,8,2,1,3,0,1,157.14,76.19
1677,2023-05-26,Gujarat Titans,1,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",,34,22,0,6,9,2,1,3,0,1,154.55,77.27
2304,2023-05-26,Gujarat Titans,1,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",,35,23,0,6,10,2,1,3,0,1,152.17,78.26
1687,2023-05-26,Gujarat Titans,1,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",,36,24,0,6,11,2,1,3,0,1,150.0,79.17
533,2023-05-26,Gujarat Titans,1,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",,36,25,0,7,11,2,1,3,0,1,144.0,76.0
2154,2023-05-26,Gujarat Titans,1,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",,37,26,0,7,12,2,1,3,0,1,142.31,73.08
859,2023-05-26,Gujarat Titans,1,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",,43,27,0,7,12,2,1,3,0,2,159.26,74.07
1340,2023-05-26,Gujarat Titans,1,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",,45,28,0,7,12,3,1,3,0,2,160.71,75.0
1366,2023-05-26,Gujarat Titans,1,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",,47,29,0,7,12,4,1,3,0,2,162.07,75.86
2331,2023-05-26,Gujarat Titans,1,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",,48,30,0,7,13,4,1,3,0,2,160.0,76.67
1524,2023-05-26,Gujarat Titans,1,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",,49,31,0,7,14,4,1,3,0,2,158.06,77.42
1877,2023-05-26,Gujarat Titans,1,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",,50,32,0,7,15,4,1,3,0,2,156.25,78.12
896,2023-05-26,Gujarat Titans,1,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",,56,33,0,7,15,4,1,3,0,3,169.7,78.79
2344,2023-05-26,Gujarat Titans,1,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",,57,34,0,7,16,4,1,3,0,3,167.65,79.41
1536,2023-05-26,Gujarat Titans,1,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",,58,35,0,7,17,4,1,3,0,3,165.71,80.0
547,2023-05-26,Gujarat Titans,1,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",,58,36,0,8,17,4,1,3,0,3,161.11,77.78
2182,2023-05-26,Gujarat Titans,1,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",,59,37,0,8,18,4,1,3,0,3,159.46,75.68
833,2023-05-26,Gujarat Titans,1,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",,65,38,0,8,18,4,1,3,0,4,171.05,76.32
852,2023-05-26,Gujarat Titans,1,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",,71,39,0,8,18,4,1,3,0,5,182.05,76.92
1895,2023-05-26,Gujarat Titans,1,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",,72,40,0,8,19,4,1,3,0,5,180.0,77.5
897,2023-05-26,Gujarat Titans,1,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",,78,41,0,8,19,4,1,3,0,6,190.24,78.05
2367,2023-05-26,Gujarat Titans,1,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",,79,42,0,8,20,4,1,3,0,6,188.1,78.57
834,2023-05-26,Gujarat Titans,1,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",,85,43,0,8,20,4,1,3,0,7,197.67,79.07
1305,2023-05-26,Gujarat Titans,1,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",,87,44,0,8,20,5,1,3,0,7,197.73,79.55
1065,2023-05-26,Gujarat Titans,1,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",,91,45,0,8,20,5,1,4,0,7,202.22,80.0
882,2023-05-26,Gujarat Titans,1,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",,97,46,0,8,20,5,1,4,0,8,210.87,80.43
2200,2023-05-26,Gujarat Titans,1,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",,98,47,0,8,21,5,1,4,0,8,208.51,80.85
1736,2023-05-26,Gujarat Titans,1,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",,99,48,0,8,22,5,1,4,0,8,206.25,81.25
1572,2023-05-26,Gujarat Titans,1,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",,100,49,0,8,23,5,1,4,0,8,204.08,81.63
865,2023-05-26,Gujarat Titans,1,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",,106,50,0,8,23,5,1,4,0,9,212.0,82.0
1123,2023-05-26,Gujarat Titans,1,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",,110,51,0,8,23,5,1,5,0,9,215.69,82.35
900,2023-05-26,Gujarat Titans,1,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",,116,52,0,8,23,5,1,5,0,10,223.08,82.69
2389,2023-05-26,Gujarat Titans,1,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",,117,53,0,8,24,5,1,5,0,10,220.75,81.13
160,2023-05-26,Gujarat Titans,1,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",,117,53,0,8,24,5,1,5,0,10,220.75,83.02
1019,2023-05-26,Gujarat Titans,1,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",,121,54,0,8,24,5,1,6,0,10,224.07,83.33
446,2023-05-26,Gujarat Titans,1,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",,121,54,0,8,24,5,1,6,0,10,224.07,85.19
2058,2023-05-26,Gujarat Titans,1,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",,122,55,0,8,25,5,1,6,0,10,221.82,85.45
2393,2023-05-26,Gujarat Titans,1,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",,123,56,0,8,26,5,1,6,0,10,219.64,85.71
1582,2023-05-26,Gujarat Titans,1,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",,124,57,0,8,27,5,1,6,0,10,217.54,85.96
1071,2023-05-26,Gujarat Titans,1,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",,128,58,0,8,27,5,1,7,0,10,220.69,86.21
2062,2023-05-26,Gujarat Titans,1,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",,129,59,0,8,28,5,1,7,0,10,218.64,86.44
798,2023-05-26,Gujarat Titans,1,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",caught,129,60,1,9,28,5,1,7,0,10,215.0,85.0
1932,2023-05-28,Gujarat Titans,1,Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad",,1,1,0,0,1,0,0,0,0,0,100.0,100.0
2245,2023-05-28,Gujarat Titans,1,Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad",,2,2,0,0,2,0,0,0,0,0,100.0,100.0
37,2023-05-28,Gujarat Titans,1,Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad",,2,3,0,1,2,0,0,0,0,0,66.67,100.0
1617,2023-05-28,Gujarat Titans,1,Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad",,3,4,0,1,3,0,0,0,0,0,75.0,100.0
1946,2023-05-28,Gujarat Titans,1,Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad",,4,5,0,1,4,0,0,0,0,0,80.0,80.0
941,2023-05-28,Gujarat Titans,1,Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad",,8,6,0,1,4,0,0,1,0,0,133.33,83.33
994,2023-05-28,Gujarat Titans,1,Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad",,12,7,0,1,4,0,0,2,0,0,171.43,85.71
1044,2023-05-28,Gujarat Titans,1,Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad",,16,8,0,1,4,0,0,3,0,0,200.0,87.5
1973,2023-05-28,Gujarat Titans,1,Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad",,17,9,0,1,5,0,0,3,0,0,188.89,88.89
737,2023-05-28,Gujarat Titans,1,Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad",,17,10,0,2,5,0,0,3,0,0,170.0,90.0
1287,2023-05-28,Gujarat Titans,1,Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad",,19,11,0,2,5,1,0,3,0,0,172.73,90.91
1046,2023-05-28,Gujarat Titans,1,Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad",,23,12,0,2,5,1,0,4,0,0,191.67,91.67
1977,2023-05-28,Gujarat Titans,1,Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad",,24,13,0,2,6,1,0,4,0,0,184.62,92.31
1050,2023-05-28,Gujarat Titans,1,Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad",,28,14,0,2,6,1,0,5,0,0,200.0,92.86
1105,2023-05-28,Gujarat Titans,1,Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad",,32,15,0,2,6,1,0,6,0,0,213.33,93.33
1155,2023-05-28,Gujarat Titans,1,Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad",,36,16,0,2,6,1,0,7,0,0,225.0,93.75
752,2023-05-28,Gujarat Titans,1,Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad",,36,17,0,3,6,1,0,7,0,0,211.76,94.12
1295,2023-05-28,Gujarat Titans,1,Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad",,38,18,0,3,6,2,0,7,0,0,211.11,94.44
1851,2023-05-28,Gujarat Titans,1,Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad",,39,19,0,3,7,2,0,7,0,0,205.26,94.74
762,2023-05-28,Gujarat Titans,1,Chennai Super Kings,"Narendra Modi Stadium, Ahmedabad",stumped,39,20,1,4,7,2,0,7,0,0,195.0,90.0
335,2024-03-24,Gujarat Titans,1,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",,0,1,0,1,0,0,0,0,0,0,0.0,100.0
1078,2024-03-24,Gujarat Titans,1,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",,4,2,0,1,0,0,0,1,0,0,200.0,100.0
583,2024-03-24,Gujarat Titans,1,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",,4,3,0,2,0,0,0,1,0,0,133.33,66.67
1385,2024-03-24,Gujarat Titans,1,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",,6,4,0,2,0,1,0,1,0,0,150.0,75.0
1798,2024-03-24,Gujarat Titans,1,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",,7,5,0,2,1,1,0,1,0,0,140.0,80.0
1186,2024-03-24,Gujarat Titans,1,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",,11,6,0,2,1,1,0,2,0,0,183.33,83.33
491,2024-03-24,Gujarat Titans,1,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",,11,7,0,3,1,1,0,2,0,0,157.14,85.71
609,2024-03-24,Gujarat Titans,1,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",,11,8,0,4,1,1,0,2,0,0,137.5,75.0
723,2024-03-24,Gujarat Titans,1,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",,11,9,0,5,1,1,0,2,0,0,122.22,77.78
1466,2024-03-24,Gujarat Titans,1,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",,12,10,0,5,2,1,0,2,0,0,120.0,80.0
385,2024-03-24,Gujarat Titans,1,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",,12,11,0,6,2,1,0,2,0,0,109.09,81.82
1097,2024-03-24,Gujarat Titans,1,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",,16,12,0,6,2,1,0,3,0,0,133.33,83.33
629,2024-03-24,Gujarat Titans,1,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",,16,13,0,7,2,1,0,3,0,0,123.08,84.62
907,2024-03-24,Gujarat Titans,1,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",,22,14,0,7,2,1,0,3,0,1,157.14,85.71
259,2024-03-24,Gujarat Titans,1,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",,22,15,0,8,2,1,0,3,0,1,146.67,86.67
1840,2024-03-24,Gujarat Titans,1,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",,23,16,0,8,3,1,0,3,0,1,143.75,87.5
1489,2024-03-24,Gujarat Titans,1,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",,24,17,0,8,4,1,0,3,0,1,141.18,88.24
1336,2024-03-24,Gujarat Titans,1,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",,26,18,0,8,4,2,0,3,0,1,144.44,83.33
640,2024-03-24,Gujarat Titans,1,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",,26,18,0,8,4,2,0,3,0,1,144.44,83.33
1397,2024-03-24,Gujarat Titans,1,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",,28,19,0,8,4,3,0,3,0,1,147.37,84.21
1414,2024-03-24,Gujarat Titans,1,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",,30,20,0,8,4,4,0,3,0,1,150.0,85.0
1860,2024-03-24,Gujarat Titans,1,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",,31,21,0,8,5,4,0,3,0,1,147.62,85.71
651,2024-03-24,Gujarat Titans,1,Mumbai Indians,"Narendra Modi Stadium, Ahmedabad",caught,31,22,1,9,5,4,0,3,0,1,140.91,81.82
903,2024-03-26,Gujarat Titans,2,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",,6,1,0,0,0,0,0,0,0,1,600.0,100.0
355,2024-03-26,Gujarat Titans,2,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",,6,2,0,1,0,0,0,0,0,1,300.0,100.0
1944,2024-03-26,Gujarat Titans,2,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",,7,3,0,1,1,0,0,0,0,1,233.33,100.0
1439,2024-03-26,Gujarat Titans,2,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",,8,4,0,1,2,0,0,0,0,1,200.0,100.0
722,2024-03-26,Gujarat Titans,2,Chennai Super Kings,"MA Chidambaram Stadium, Chepauk, Chennai",leg before wicket,8,5,1,2,2,0,0,0,0,1,160.0,80.0
1281,2024-03-31,Gujarat Titans,2,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",,2,1,0,0,0,1,0,0,0,0,200.0,0.0
330,2024-03-31,Gujarat Titans,2,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",,2,2,0,1,0,1,0,0,0,0,100.0,50.0
460,2024-03-31,Gujarat Titans,2,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",,2,3,0,2,0,1,0,0,0,0,66.67,66.67
1136,2024-03-31,Gujarat Titans,2,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",,6,4,0,2,0,1,0,1,0,0,150.0,75.0
687,2024-03-31,Gujarat Titans,2,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",,6,5,0,3,0,1,0,1,0,0,120.0,60.0
1615,2024-03-31,Gujarat Titans,2,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",,7,6,0,3,1,1,0,1,0,0,116.67,66.67
2096,2024-03-31,Gujarat Titans,2,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",,8,7,0,3,2,1,0,1,0,0,114.29,71.43
211,2024-03-31,Gujarat Titans,2,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",,8,8,0,4,2,1,0,1,0,0,100.0,62.5
362,2024-03-31,Gujarat Titans,2,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",,8,9,0,5,2,1,0,1,0,0,88.89,66.67
1948,2024-03-31,Gujarat Titans,2,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",,9,10,0,5,3,1,0,1,0,0,90.0,70.0
1638,2024-03-31,Gujarat Titans,2,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",,10,11,0,5,4,1,0,1,0,0,90.91,72.73
1967,2024-03-31,Gujarat Titans,2,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",,11,12,0,5,5,1,0,1,0,0,91.67,75.0
384,2024-03-31,Gujarat Titans,2,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",,11,13,0,6,5,1,0,1,0,0,84.62,76.92
873,2024-03-31,Gujarat Titans,2,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",,17,14,0,6,5,1,0,1,0,1,121.43,78.57
2128,2024-03-31,Gujarat Titans,2,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",,18,15,0,6,6,1,0,1,0,1,120.0,80.0
271,2024-03-31,Gujarat Titans,2,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",,18,16,0,7,6,1,0,1,0,1,112.5,81.25
1854,2024-03-31,Gujarat Titans,2,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",,19,17,0,7,7,1,0,1,0,1,111.76,82.35
1361,2024-03-31,Gujarat Titans,2,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",,21,18,0,7,7,2,0,1,0,1,116.67,83.33
2313,2024-03-31,Gujarat Titans,2,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",,22,19,0,7,8,2,0,1,0,1,115.79,84.21
1259,2024-03-31,Gujarat Titans,2,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",,24,20,0,7,8,3,0,1,0,1,120.0,85.0
1688,2024-03-31,Gujarat Titans,2,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",,25,21,0,7,9,3,0,1,0,1,119.05,85.71
2014,2024-03-31,Gujarat Titans,2,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",,26,22,0,7,10,3,0,1,0,1,118.18,86.36
1520,2024-03-31,Gujarat Titans,2,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",,27,23,0,7,11,3,0,1,0,1,117.39,86.96
1322,2024-03-31,Gujarat Titans,2,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",,29,24,0,7,11,4,0,1,0,1,120.83,87.5
1118,2024-03-31,Gujarat Titans,2,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",,33,25,0,7,11,4,0,2,0,1,132.0,88.0
1368,2024-03-31,Gujarat Titans,2,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",,35,26,0,7,11,5,0,2,0,1,134.62,88.46
2337,2024-03-31,Gujarat Titans,2,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",,36,27,0,7,12,5,0,2,0,1,133.33,88.89
132,2024-03-31,Gujarat Titans,2,Sunrisers Hyderabad,"Narendra Modi Stadium, Ahmedabad",caught,36,28,1,8,12,5,0,2,0,1,128.57,85.71
584,2024-04-04,Gujarat Titans,1,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",,0,1,0,1,0,0,0,0,0,0,0.0,100.0
904,2024-04-04,Gujarat Titans,1,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",,6,2,0,1,0,0,0,0,0,1,300.0,100.0
1386,2024-04-04,Gujarat Titans,1,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",,8,3,0,1,0,1,0,0,0,1,266.67,100.0
1036,2024-04-04,Gujarat Titans,1,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",,12,4,0,1,0,1,0,1,0,1,300.0,100.0
1954,2024-04-04,Gujarat Titans,1,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",,13,5,0,1,1,1,0,1,0,1,260.0,80.0
60,2024-04-04,Gujarat Titans,1,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",,13,6,0,2,1,1,0,1,0,1,216.67,83.33
1634,2024-04-04,Gujarat Titans,1,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",,14,7,0,2,2,1,0,1,0,1,200.0,85.71
1192,2024-04-04,Gujarat Titans,1,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",,18,8,0,2,2,1,0,2,0,1,225.0,75.0
1981,2024-04-04,Gujarat Titans,1,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",,19,9,0,2,3,1,0,2,0,1,211.11,77.78
102,2024-04-04,Gujarat Titans,1,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",,19,10,0,3,3,1,0,2,0,1,190.0,70.0
109,2024-04-04,Gujarat Titans,1,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",,19,11,0,4,3,1,0,2,0,1,172.73,72.73
1672,2024-04-04,Gujarat Titans,1,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",,20,12,0,4,4,1,0,2,0,1,166.67,75.0
1495,2024-04-04,Gujarat Titans,1,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",,21,13,0,4,5,1,0,2,0,1,161.54,76.92
1057,2024-04-04,Gujarat Titans,1,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",,25,14,0,4,5,1,0,3,0,1,178.57,78.57
2009,2024-04-04,Gujarat Titans,1,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",,26,15,0,4,6,1,0,3,0,1,173.33,80.0
765,2024-04-04,Gujarat Titans,1,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",,26,16,0,5,6,1,0,3,0,1,162.5,81.25
2164,2024-04-04,Gujarat Titans,1,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",,27,17,0,5,7,1,0,3,0,1,158.82,82.35
1531,2024-04-04,Gujarat Titans,1,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",,28,18,0,5,8,1,0,3,0,1,155.56,83.33
1881,2024-04-04,Gujarat Titans,1,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",,29,19,0,5,9,1,0,3,0,1,152.63,84.21
1721,2024-04-04,Gujarat Titans,1,Punjab Kings,"Narendra Modi Stadium, Ahmedabad",,30,20,0,5,10,1,0,3,0,1,150.0,85.0
