,date,team,inns_number,opposition,ground,dismissal,runs,balls,outs,dots,1s,2s,3s,4s,5s,6s,SR,Control%
1394,2022-04-02,Gujarat Titans,1,Delhi Capitals,"Maharashtra Cricket Association Stadium, Pune",,28,17,0,2,10,2,0,2,0,1,164.71,88.24
2314,2022-04-02,Gujarat Titans,1,Delhi Capitals,"Maharashtra Cricket Association Stadium, Pune",,29,18,0,2,11,2,0,2,0,1,161.11,88.89
1512,2022-04-02,Gujarat Titans,1,Delhi Capitals,"Maharashtra Cricket Association Stadium, Pune",,30,19,0,2,12,2,0,2,0,1,157.89,89.47
540,2022-04-02,Gujarat Titans,1,Delhi Capitals,"Maharashtra Cricket Association Stadium, Pune",,30,20,0,3,12,2,0,2,0,1,150.0,90.0
1365,2022-04-02,Gujarat Titans,1,Delhi Capitals,"Maharashtra Cricket Association Stadium, Pune",,32,21,0,3,12,3,0,2,0,1,152.38,90.48
2329,2022-04-02,Gujarat Titans,1,Delhi Capitals,"Maharashtra Cricket Association Stadium, Pune",,33,22,0,3,13,3,0,2,0,1,150.0,90.91
1523,2022-04-02,Gujarat Titans,1,Delhi Capitals,"Maharashtra Cricket Association Stadium, Pune",,34,23,0,3,14,3,0,2,0,1,147.83,91.3
1714,2022-04-02,Gujarat Titans,1,Delhi Capitals,"Maharashtra Cricket Association Stadium, Pune",,35,24,0,3,15,3,0,2,0,1,145.83,87.5
2032,2022-04-02,Gujarat Titans,1,Delhi Capitals,"Maharashtra Cricket Association Stadium, Pune",,36,25,0,3,16,3,0,2,0,1,144.0,84.0
1344,2022-04-02,Gujarat Titans,1,Delhi Capitals,"Maharashtra Cricket Association Stadium, Pune",,38,26,0,3,16,4,0,2,0,1,146.15,84.62
1177,2022-04-02,Gujarat Titans,1,Delhi Capitals,"Maharashtra Cricket Association Stadium, Pune",,42,27,0,3,16,4,0,3,0,1,155.56,85.19
2377,2022-04-02,Gujarat Titans,1,Delhi Capitals,"Maharashtra Cricket Association Stadium, Pune",,43,28,0,3,17,4,0,3,0,1,153.57,85.71
963,2022-04-02,Gujarat Titans,1,Delhi Capitals,"Maharashtra Cricket Association Stadium, Pune",,47,29,0,3,17,4,0,4,0,1,162.07,86.21
303,2022-04-02,Gujarat Titans,1,Delhi Capitals,"Maharashtra Cricket Association Stadium, Pune",,47,30,0,4,17,4,0,4,0,1,156.67,86.67
1325,2022-04-02,Gujarat Titans,1,Delhi Capitals,"Maharashtra Cricket Association Stadium, Pune",,49,31,0,4,17,5,0,4,0,1,158.06,87.1
2045,2022-04-02,Gujarat Titans,1,Delhi Capitals,"Maharashtra Cricket Association Stadium, Pune",,50,32,0,4,18,5,0,4,0,1,156.25,87.5
967,2022-04-02,Gujarat Titans,1,Delhi Capitals,"Maharashtra Cricket Association Stadium, Pune",,54,33,0,4,18,5,0,5,0,1,163.64,87.88
1016,2022-04-02,Gujarat Titans,1,Delhi Capitals,"Maharashtra Cricket Association Stadium, Pune",,58,34,0,4,18,5,0,6,0,1,170.59,88.24
1912,2022-04-02,Gujarat Titans,1,Delhi Capitals,"Maharashtra Cricket Association Stadium, Pune",,59,35,0,4,19,5,0,6,0,1,168.57,88.57
2202,2022-04-02,Gujarat Titans,1,Delhi Capitals,"Maharashtra Cricket Association Stadium, Pune",,60,36,0,4,20,5,0,6,0,1,166.67,88.89
837,2022-04-02,Gujarat Titans,1,Delhi Capitals,"Maharashtra Cricket Association Stadium, Pune",,66,37,0,4,20,5,0,6,0,2,178.38,89.19
1749,2022-04-02,Gujarat Titans,1,Delhi Capitals,"Maharashtra Cricket Association Stadium, Pune",,67,38,0,4,21,5,0,6,0,2,176.32,89.47
163,2022-04-02,Gujarat Titans,1,Delhi Capitals,"Maharashtra Cricket Association Stadium, Pune",,67,39,0,5,21,5,0,6,0,2,171.79,87.18
1757,2022-04-02,Gujarat Titans,1,Delhi Capitals,"Maharashtra Cricket Association Stadium, Pune",,68,40,0,5,22,5,0,6,0,2,170.0,87.5
887,2022-04-02,Gujarat Titans,1,Delhi Capitals,"Maharashtra Cricket Association Stadium, Pune",,74,41,0,5,22,5,0,6,0,3,180.49,87.8
1381,2022-04-02,Gujarat Titans,1,Delhi Capitals,"Maharashtra Cricket Association Stadium, Pune",,76,42,0,5,22,6,0,6,0,3,180.95,88.1
917,2022-04-02,Gujarat Titans,1,Delhi Capitals,"Maharashtra Cricket Association Stadium, Pune",,82,43,0,5,22,6,0,6,0,4,190.7,88.37
1924,2022-04-02,Gujarat Titans,1,Delhi Capitals,"Maharashtra Cricket Association Stadium, Pune",,83,44,0,5,23,6,0,6,0,4,188.64,86.36
797,2022-04-02,Gujarat Titans,1,Delhi Capitals,"Maharashtra Cricket Association Stadium, Pune",,83,44,0,5,23,6,0,6,0,4,188.64,86.36
2429,2022-04-02,Gujarat Titans,1,Delhi Capitals,"Maharashtra Cricket Association Stadium, Pune",,84,45,0,5,24,6,0,6,0,4,186.67,86.67
170,2022-04-02,Gujarat Titans,1,Delhi Capitals,"Maharashtra Cricket Association Stadium, Pune",caught,84,46,1,6,24,6,0,6,0,4,182.61,84.78
980,2022-04-08,Gujarat Titans,2,Punjab Kings,"Brabourne Stadium, Mumbai",,4,1,0,0,0,0,0,1,0,0,400.0,100.0
1029,2022-04-08,Gujarat Titans,2,Punjab Kings,"Brabourne Stadium, Mumbai",,8,2,0,0,0,0,0,2,0,0,400.0,100.0
475,2022-04-08,Gujarat Titans,2,Punjab Kings,"Brabourne Stadium, Mumbai",,8,3,0,1,0,0,0,2,0,0,266.67,66.67
2083,2022-04-08,Gujarat Titans,2,Punjab Kings,"Brabourne Stadium, Mumbai",,9,4,0,1,1,0,0,2,0,0,225.0,75.0
13,2022-04-08,Gujarat Titans,2,Punjab Kings,"Brabourne Stadium, Mumbai",,9,4,0,1,1,0,0,2,0,0,225.0,75.0
982,2022-04-08,Gujarat Titans,2,Punjab Kings,"Brabourne Stadium, Mumbai",,13,5,0,1,1,0,0,3,0,0,260.0,80.0
345,2022-04-08,Gujarat Titans,2,Punjab Kings,"Brabourne Stadium, Mumbai",,13,6,0,2,1,0,0,3,0,0,216.67,66.67
1083,2022-04-08,Gujarat Titans,2,Punjab Kings,"Brabourne Stadium, Mumbai",,17,7,0,2,1,0,0,4,0,0,242.86,71.43
595,2022-04-08,Gujarat Titans,2,Punjab Kings,"Brabourne Stadium, Mumbai",,17,8,0,3,1,0,0,4,0,0,212.5,75.0
1183,2022-04-08,Gujarat Titans,2,Punjab Kings,"Brabourne Stadium, Mumbai",,21,9,0,3,1,0,0,5,0,0,233.33,77.78
2413,2022-04-08,Gujarat Titans,2,Punjab Kings,"Brabourne Stadium, Mumbai",,22,10,0,3,2,0,0,5,0,0,220.0,80.0
1452,2022-04-08,Gujarat Titans,2,Punjab Kings,"Brabourne Stadium, Mumbai",,23,11,0,3,3,0,0,5,0,0,209.09,81.82
1961,2022-04-08,Gujarat Titans,2,Punjab Kings,"Brabourne Stadium, Mumbai",,24,12,0,3,4,0,0,5,0,0,200.0,83.33
1454,2022-04-08,Gujarat Titans,2,Punjab Kings,"Brabourne Stadium, Mumbai",,25,13,0,3,5,0,0,5,0,0,192.31,84.62
732,2022-04-08,Gujarat Titans,2,Punjab Kings,"Brabourne Stadium, Mumbai",,25,14,0,4,5,0,0,5,0,0,178.57,85.71
1000,2022-04-08,Gujarat Titans,2,Punjab Kings,"Brabourne Stadium, Mumbai",,29,15,0,4,5,0,0,6,0,0,193.33,86.67
1833,2022-04-08,Gujarat Titans,2,Punjab Kings,"Brabourne Stadium, Mumbai",,30,16,0,4,6,0,0,6,0,0,187.5,87.5
2289,2022-04-08,Gujarat Titans,2,Punjab Kings,"Brabourne Stadium, Mumbai",,31,17,0,4,7,0,0,6,0,0,182.35,88.24
1470,2022-04-08,Gujarat Titans,2,Punjab Kings,"Brabourne Stadium, Mumbai",,32,18,0,4,8,0,0,6,0,0,177.78,88.89
2135,2022-04-08,Gujarat Titans,2,Punjab Kings,"Brabourne Stadium, Mumbai",,33,19,0,4,9,0,0,6,0,0,173.68,89.47
1320,2022-04-08,Gujarat Titans,2,Punjab Kings,"Brabourne Stadium, Mumbai",,35,20,0,4,9,1,0,6,0,0,175.0,90.0
524,2022-04-08,Gujarat Titans,2,Punjab Kings,"Brabourne Stadium, Mumbai",,35,21,0,5,9,1,0,6,0,0,166.67,90.48
1359,2022-04-08,Gujarat Titans,2,Punjab Kings,"Brabourne Stadium, Mumbai",,37,22,0,5,9,2,0,6,0,0,168.18,90.91
1395,2022-04-08,Gujarat Titans,2,Punjab Kings,"Brabourne Stadium, Mumbai",,39,23,0,5,9,3,0,6,0,0,169.57,91.3
850,2022-04-08,Gujarat Titans,2,Punjab Kings,"Brabourne Stadium, Mumbai",,45,24,0,5,9,3,0,6,0,1,187.5,91.67
412,2022-04-08,Gujarat Titans,2,Punjab Kings,"Brabourne Stadium, Mumbai",,45,25,0,6,9,3,0,6,0,1,180.0,88.0
2017,2022-04-08,Gujarat Titans,2,Punjab Kings,"Brabourne Stadium, Mumbai",,46,26,0,6,10,3,0,6,0,1,176.92,88.46
2322,2022-04-08,Gujarat Titans,2,Punjab Kings,"Brabourne Stadium, Mumbai",,47,27,0,6,11,3,0,6,0,1,174.07,88.89
1260,2022-04-08,Gujarat Titans,2,Punjab Kings,"Brabourne Stadium, Mumbai",,49,28,0,6,11,4,0,6,0,1,175.0,89.29
1009,2022-04-08,Gujarat Titans,2,Punjab Kings,"Brabourne Stadium, Mumbai",,53,29,0,6,11,4,0,7,0,1,182.76,89.66
419,2022-04-08,Gujarat Titans,2,Punjab Kings,"Brabourne Stadium, Mumbai",,53,30,0,7,11,4,0,7,0,1,176.67,86.67
1116,2022-04-08,Gujarat Titans,2,Punjab Kings,"Brabourne Stadium, Mumbai",,57,31,0,7,11,4,0,8,0,1,183.87,87.1
2169,2022-04-08,Gujarat Titans,2,Punjab Kings,"Brabourne Stadium, Mumbai",,58,32,0,7,12,4,0,8,0,1,181.25,87.5
1708,2022-04-08,Gujarat Titans,2,Punjab Kings,"Brabourne Stadium, Mumbai",,59,33,0,7,13,4,0,8,0,1,178.79,87.88
1264,2022-04-08,Gujarat Titans,2,Punjab Kings,"Brabourne Stadium, Mumbai",,61,34,0,7,13,5,0,8,0,1,179.41,88.24
294,2022-04-08,Gujarat Titans,2,Punjab Kings,"Brabourne Stadium, Mumbai",,61,35,0,8,13,5,0,8,0,1,174.29,88.57
1888,2022-04-08,Gujarat Titans,2,Punjab Kings,"Brabourne Stadium, Mumbai",,62,36,0,8,14,5,0,8,0,1,172.22,88.89
1172,2022-04-08,Gujarat Titans,2,Punjab Kings,"Brabourne Stadium, Mumbai",,66,37,0,8,14,5,0,9,0,1,178.38,89.19
2357,2022-04-08,Gujarat Titans,2,Punjab Kings,"Brabourne Stadium, Mumbai",,67,38,0,8,15,5,0,9,0,1,176.32,89.47
1545,2022-04-08,Gujarat Titans,2,Punjab Kings,"Brabourne Stadium, Mumbai",,68,39,0,8,16,5,0,9,0,1,174.36,89.74
1175,2022-04-08,Gujarat Titans,2,Punjab Kings,"Brabourne Stadium, Mumbai",,72,40,0,8,16,5,0,10,0,1,180.0,90.0
2368,2022-04-08,Gujarat Titans,2,Punjab Kings,"Brabourne Stadium, Mumbai",,73,41,0,8,17,5,0,10,0,1,178.05,90.24
1565,2022-04-08,Gujarat Titans,2,Punjab Kings,"Brabourne Stadium, Mumbai",,74,42,0,8,18,5,0,10,0,1,176.19,90.48
1067,2022-04-08,Gujarat Titans,2,Punjab Kings,"Brabourne Stadium, Mumbai",,78,43,0,8,18,5,0,11,0,1,181.4,90.7
2050,2022-04-08,Gujarat Titans,2,Punjab Kings,"Brabourne Stadium, Mumbai",,79,44,0,8,19,5,0,11,0,1,179.55,90.91
2384,2022-04-08,Gujarat Titans,2,Punjab Kings,"Brabourne Stadium, Mumbai",,80,45,0,8,20,5,0,11,0,1,177.78,91.11
1270,2022-04-08,Gujarat Titans,2,Punjab Kings,"Brabourne Stadium, Mumbai",,82,46,0,8,20,6,0,11,0,1,178.26,91.3
1738,2022-04-08,Gujarat Titans,2,Punjab Kings,"Brabourne Stadium, Mumbai",,83,47,0,8,21,6,0,11,0,1,176.6,91.49
2201,2022-04-08,Gujarat Titans,2,Punjab Kings,"Brabourne Stadium, Mumbai",,84,48,0,8,22,6,0,11,0,1,175.0,91.67
1273,2022-04-08,Gujarat Titans,2,Punjab Kings,"Brabourne Stadium, Mumbai",,86,49,0,8,22,7,0,11,0,1,175.51,91.84
1308,2022-04-08,Gujarat Titans,2,Punjab Kings,"Brabourne Stadium, Mumbai",,88,50,0,8,22,8,0,11,0,1,176.0,90.0
1916,2022-04-08,Gujarat Titans,2,Punjab Kings,"Brabourne Stadium, Mumbai",,89,51,0,8,23,8,0,11,0,1,174.51,90.2
448,2022-04-08,Gujarat Titans,2,Punjab Kings,"Brabourne Stadium, Mumbai",,89,52,0,9,23,8,0,11,0,1,171.15,90.38
2057,2022-04-08,Gujarat Titans,2,Punjab Kings,"Brabourne Stadium, Mumbai",,90,53,0,9,24,8,0,11,0,1,169.81,90.57
165,2022-04-08,Gujarat Titans,2,Punjab Kings,"Brabourne Stadium, Mumbai",,90,53,0,9,24,8,0,11,0,1,169.81,90.57
1417,2022-04-08,Gujarat Titans,2,Punjab Kings,"Brabourne Stadium, Mumbai",,92,54,0,9,24,9,0,11,0,1,170.37,90.74
1334,2022-04-08,Gujarat Titans,2,Punjab Kings,"Brabourne Stadium, Mumbai",,94,55,0,9,24,10,0,11,0,1,170.91,90.91
2063,2022-04-08,Gujarat Titans,2,Punjab Kings,"Brabourne Stadium, Mumbai",,95,56,0,9,25,10,0,11,0,1,169.64,91.07
801,2022-04-08,Gujarat Titans,2,Punjab Kings,"Brabourne Stadium, Mumbai",,95,57,0,10,25,10,0,11,0,1,166.67,89.47
1779,2022-04-08,Gujarat Titans,2,Punjab Kings,"Brabourne Stadium, Mumbai",,96,58,0,10,26,10,0,11,0,1,165.52,87.93
803,2022-04-08,Gujarat Titans,2,Punjab Kings,"Brabourne Stadium, Mumbai",caught,96,59,1,11,26,10,0,11,0,1,162.71,86.44
458,2022-04-11,Gujarat Titans,1,Sunrisers Hyderabad,"Dr DY Patil Sports Academy, Mumbai",,0,0,0,0,0,0,0,0,0,0,,inf
575,2022-04-11,Gujarat Titans,1,Sunrisers Hyderabad,"Dr DY Patil Sports Academy, Mumbai",,0,1,0,1,0,0,0,0,0,0,0.0,200.0
2243,2022-04-11,Gujarat Titans,1,Sunrisers Hyderabad,"Dr DY Patil Sports Academy, Mumbai",,1,2,0,1,1,0,0,0,0,0,50.0,150.0
26,2022-04-11,Gujarat Titans,1,Sunrisers Hyderabad,"Dr DY Patil Sports Academy, Mumbai",,1,3,0,2,1,0,0,0,0,0,33.33,133.33
986,2022-04-11,Gujarat Titans,1,Sunrisers Hyderabad,"Dr DY Patil Sports Academy, Mumbai",,5,4,0,2,1,0,0,1,0,0,125.0,100.0
352,2022-04-11,Gujarat Titans,1,Sunrisers Hyderabad,"Dr DY Patil Sports Academy, Mumbai",,5,5,0,3,1,0,0,1,0,0,100.0,100.0
1942,2022-04-11,Gujarat Titans,1,Sunrisers Hyderabad,"Dr DY Patil Sports Academy, Mumbai",,6,6,0,3,2,0,0,1,0,0,100.0,83.33
2256,2022-04-11,Gujarat Titans,1,Sunrisers Hyderabad,"Dr DY Patil Sports Academy, Mumbai",,7,7,0,3,3,0,0,1,0,0,100.0,85.71
41,2022-04-11,Gujarat Titans,1,Sunrisers Hyderabad,"Dr DY Patil Sports Academy, Mumbai",,7,8,0,4,3,0,0,1,0,0,87.5,87.5
212,2022-04-11,Gujarat Titans,1,Sunrisers Hyderabad,"Dr DY Patil Sports Academy, Mumbai",caught,7,9,1,5,3,0,0,1,0,0,77.78,77.78
31,2022-04-14,Gujarat Titans,1,Rajasthan Royals,"Dr DY Patil Sports Academy, Mumbai",,0,1,0,1,0,0,0,0,0,0,0.0,100.0
204,2022-04-14,Gujarat Titans,1,Rajasthan Royals,"Dr DY Patil Sports Academy, Mumbai",run out,0,2,0,2,0,0,0,0,0,0,0.0,100.0
716,2022-04-14,Gujarat Titans,1,Rajasthan Royals,"Dr DY Patil Sports Academy, Mumbai",,0,3,0,3,0,0,0,0,0,0,0.0,66.67
1625,2022-04-14,Gujarat Titans,1,Rajasthan Royals,"Dr DY Patil Sports Academy, Mumbai",,1,4,0,3,1,0,0,0,0,0,25.0,50.0
1646,2022-04-14,Gujarat Titans,1,Rajasthan Royals,"Dr DY Patil Sports Academy, Mumbai",,2,5,0,3,2,0,0,0,0,0,40.0,60.0
504,2022-04-14,Gujarat Titans,1,Rajasthan Royals,"Dr DY Patil Sports Academy, Mumbai",,2,6,0,4,2,0,0,0,0,0,33.33,50.0
620,2022-04-14,Gujarat Titans,1,Rajasthan Royals,"Dr DY Patil Sports Academy, Mumbai",,2,7,0,5,2,0,0,0,0,0,28.57,57.14
2279,2022-04-14,Gujarat Titans,1,Rajasthan Royals,"Dr DY Patil Sports Academy, Mumbai",,3,8,0,5,3,0,0,0,0,0,37.5,62.5
1464,2022-04-14,Gujarat Titans,1,Rajasthan Royals,"Dr DY Patil Sports Academy, Mumbai",,4,9,0,5,4,0,0,0,0,0,44.44,66.67
1989,2022-04-14,Gujarat Titans,1,Rajasthan Royals,"Dr DY Patil Sports Academy, Mumbai",,5,10,0,5,5,0,0,0,0,0,50.0,70.0
755,2022-04-14,Gujarat Titans,1,Rajasthan Royals,"Dr DY Patil Sports Academy, Mumbai",,5,11,0,6,5,0,0,0,0,0,45.45,72.73
1225,2022-04-14,Gujarat Titans,1,Rajasthan Royals,"Dr DY Patil Sports Academy, Mumbai",,9,12,0,6,5,0,0,1,0,0,75.0,75.0
1056,2022-04-14,Gujarat Titans,1,Rajasthan Royals,"Dr DY Patil Sports Academy, Mumbai",,13,13,0,6,5,0,0,2,0,0,100.0,76.92
527,2022-04-14,Gujarat Titans,1,Rajasthan Royals,"Dr DY Patil Sports Academy, Mumbai",caught,13,14,1,7,5,0,0,2,0,0,92.86,71.43
700,2022-04-17,Gujarat Titans,2,Chennai Super Kings,"Maharashtra Cricket Association Stadium, Pune",caught,0,1,1,1,0,0,0,0,0,0,0.0,0.0
187,2022-04-23,Gujarat Titans,1,Kolkata Knight Riders,"Dr DY Patil Sports Academy, Mumbai",,0,1,0,1,0,0,0,0,0,0,0.0,100.0
1312,2022-04-23,Gujarat Titans,1,Kolkata Knight Riders,"Dr DY Patil Sports Academy, Mumbai",,2,2,0,1,0,1,0,0,0,0,100.0,100.0
1081,2022-04-23,Gujarat Titans,1,Kolkata Knight Riders,"Dr DY Patil Sports Academy, Mumbai",,6,3,0,1,0,1,0,1,0,0,200.0,100.0
2082,2022-04-23,Gujarat Titans,1,Kolkata Knight Riders,"Dr DY Patil Sports Academy, Mumbai",,7,4,0,1,1,1,0,1,0,0,175.0,100.0
36,2022-04-23,Gujarat Titans,1,Kolkata Knight Riders,"Dr DY Patil Sports Academy, Mumbai",caught,7,5,1,2,1,1,0,1,0,0,140.0,80.0
576,2022-04-27,Gujarat Titans,2,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",,0,1,0,1,0,0,0,0,0,0,0.0,100.0
2244,2022-04-27,Gujarat Titans,2,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",,1,2,0,1,1,0,0,0,0,0,50.0,100.0
1433,2022-04-27,Gujarat Titans,2,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",,2,3,0,1,2,0,0,0,0,0,66.67,100.0
600,2022-04-27,Gujarat Titans,2,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",,2,4,0,2,2,0,0,0,0,0,50.0,75.0
710,2022-04-27,Gujarat Titans,2,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",,2,4,0,2,2,0,0,0,0,0,50.0,75.0
2414,2022-04-27,Gujarat Titans,2,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",,3,5,0,2,3,0,0,0,0,0,60.0,80.0
40,2022-04-27,Gujarat Titans,2,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",,3,6,0,3,3,0,0,0,0,0,50.0,66.67
1619,2022-04-27,Gujarat Titans,2,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",,4,7,0,3,4,0,0,0,0,0,57.14,71.43
2101,2022-04-27,Gujarat Titans,2,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",,5,8,0,3,5,0,0,0,0,0,62.5,75.0
73,2022-04-27,Gujarat Titans,2,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",,5,9,0,4,5,0,0,0,0,0,55.56,77.78
993,2022-04-27,Gujarat Titans,2,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",,9,10,0,4,5,0,0,1,0,0,90.0,80.0
1817,2022-04-27,Gujarat Titans,2,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",,10,11,0,4,6,0,0,1,0,0,90.91,81.82
88,2022-04-27,Gujarat Titans,2,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",,10,12,0,5,6,0,0,1,0,0,83.33,83.33
245,2022-04-27,Gujarat Titans,2,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",,10,13,0,6,6,0,0,1,0,0,76.92,76.92
1830,2022-04-27,Gujarat Titans,2,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",,11,14,0,6,7,0,0,1,0,0,78.57,78.57
2286,2022-04-27,Gujarat Titans,2,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",,12,15,0,6,8,0,0,1,0,0,80.0,80.0
1254,2022-04-27,Gujarat Titans,2,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",,14,16,0,6,8,1,0,1,0,0,87.5,81.25
1667,2022-04-27,Gujarat Titans,2,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",,15,17,0,6,9,1,0,1,0,0,88.24,82.35
756,2022-04-27,Gujarat Titans,2,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",,15,18,0,7,9,1,0,1,0,0,83.33,83.33
272,2022-04-27,Gujarat Titans,2,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",,15,19,0,8,9,1,0,1,0,0,78.95,84.21
858,2022-04-27,Gujarat Titans,2,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",,21,20,0,8,9,1,0,1,0,1,105.0,85.0
530,2022-04-27,Gujarat Titans,2,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",,21,21,0,9,9,1,0,1,0,1,100.0,85.71
2149,2022-04-27,Gujarat Titans,2,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",,22,22,0,9,10,1,0,1,0,1,100.0,86.36
414,2022-04-27,Gujarat Titans,2,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",,22,23,0,10,10,1,0,1,0,1,95.65,86.96
534,2022-04-27,Gujarat Titans,2,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",bowled,22,24,1,11,10,1,0,1,0,1,91.67,83.33
334,2022-04-30,Gujarat Titans,2,Royal Challengers Bangalore,"Brabourne Stadium, Mumbai",,0,1,0,1,0,0,0,0,0,0,0.0,100.0
1077,2022-04-30,Gujarat Titans,2,Royal Challengers Bangalore,"Brabourne Stadium, Mumbai",,4,2,0,1,0,0,0,1,0,0,200.0,100.0
582,2022-04-30,Gujarat Titans,2,Royal Challengers Bangalore,"Brabourne Stadium, Mumbai",,4,3,0,2,0,0,0,1,0,0,133.33,66.67
2247,2022-04-30,Gujarat Titans,2,Royal Challengers Bangalore,"Brabourne Stadium, Mumbai",,5,4,0,2,1,0,0,1,0,0,125.0,75.0
1243,2022-04-30,Gujarat Titans,2,Royal Challengers Bangalore,"Brabourne Stadium, Mumbai",,7,5,0,2,1,1,0,1,0,0,140.0,80.0
1611,2022-04-30,Gujarat Titans,2,Royal Challengers Bangalore,"Brabourne Stadium, Mumbai",,8,6,0,2,2,1,0,1,0,0,133.33,83.33
1085,2022-04-30,Gujarat Titans,2,Royal Challengers Bangalore,"Brabourne Stadium, Mumbai",,12,7,0,2,2,1,0,2,0,0,171.43,85.71
602,2022-04-30,Gujarat Titans,2,Royal Challengers Bangalore,"Brabourne Stadium, Mumbai",,12,8,0,3,2,1,0,2,0,0,150.0,87.5
713,2022-04-30,Gujarat Titans,2,Royal Challengers Bangalore,"Brabourne Stadium, Mumbai",,12,9,0,4,2,1,0,2,0,0,133.33,88.89
493,2022-04-30,Gujarat Titans,2,Royal Challengers Bangalore,"Brabourne Stadium, Mumbai",,12,10,0,5,2,1,0,2,0,0,120.0,90.0
2105,2022-04-30,Gujarat Titans,2,Royal Challengers Bangalore,"Brabourne Stadium, Mumbai",,13,11,0,5,3,1,0,2,0,0,118.18,81.82
373,2022-04-30,Gujarat Titans,2,Royal Challengers Bangalore,"Brabourne Stadium, Mumbai",,13,12,0,6,3,1,0,2,0,0,108.33,83.33
1972,2022-04-30,Gujarat Titans,2,Royal Challengers Bangalore,"Brabourne Stadium, Mumbai",,14,13,0,6,4,1,0,2,0,0,107.69,84.62
735,2022-04-30,Gujarat Titans,2,Royal Challengers Bangalore,"Brabourne Stadium, Mumbai",,14,14,0,7,4,1,0,2,0,0,100.0,85.71
380,2022-04-30,Gujarat Titans,2,Royal Challengers Bangalore,"Brabourne Stadium, Mumbai",,14,15,0,8,4,1,0,2,0,0,93.33,86.67
1980,2022-04-30,Gujarat Titans,2,Royal Challengers Bangalore,"Brabourne Stadium, Mumbai",,15,16,0,8,5,1,0,2,0,0,93.75,87.5
2284,2022-04-30,Gujarat Titans,2,Royal Challengers Bangalore,"Brabourne Stadium, Mumbai",,16,17,0,8,6,1,0,2,0,0,94.12,88.24
94,2022-04-30,Gujarat Titans,2,Royal Challengers Bangalore,"Brabourne Stadium, Mumbai",,16,17,0,8,6,1,0,2,0,0,94.12,88.24
1664,2022-04-30,Gujarat Titans,2,Royal Challengers Bangalore,"Brabourne Stadium, Mumbai",,17,18,0,8,7,1,0,2,0,0,94.44,88.89
266,2022-04-30,Gujarat Titans,2,Royal Challengers Bangalore,"Brabourne Stadium, Mumbai",,17,19,0,9,7,1,0,2,0,0,89.47,84.21
1846,2022-04-30,Gujarat Titans,2,Royal Challengers Bangalore,"Brabourne Stadium, Mumbai",,18,20,0,9,8,1,0,2,0,0,90.0,85.0
2141,2022-04-30,Gujarat Titans,2,Royal Challengers Bangalore,"Brabourne Stadium, Mumbai",,19,21,0,9,9,1,0,2,0,0,90.48,85.71
122,2022-04-30,Gujarat Titans,2,Royal Challengers Bangalore,"Brabourne Stadium, Mumbai",,19,22,0,10,9,1,0,2,0,0,86.36,86.36
1694,2022-04-30,Gujarat Titans,2,Royal Challengers Bangalore,"Brabourne Stadium, Mumbai",,20,23,0,10,10,1,0,2,0,0,86.96,86.96
1518,2022-04-30,Gujarat Titans,2,Royal Challengers Bangalore,"Brabourne Stadium, Mumbai",,21,24,0,10,11,1,0,2,0,0,87.5,87.5
1059,2022-04-30,Gujarat Titans,2,Royal Challengers Bangalore,"Brabourne Stadium, Mumbai",,25,25,0,10,11,1,0,3,0,0,100.0,88.0
541,2022-04-30,Gujarat Titans,2,Royal Challengers Bangalore,"Brabourne Stadium, Mumbai",,25,26,0,11,11,1,0,3,0,0,96.15,84.62
895,2022-04-30,Gujarat Titans,2,Royal Challengers Bangalore,"Brabourne Stadium, Mumbai",,31,27,0,11,11,1,0,3,0,1,114.81,85.19
771,2022-04-30,Gujarat Titans,2,Royal Challengers Bangalore,"Brabourne Stadium, Mumbai",leg before wicket,31,28,1,12,11,1,0,3,0,1,110.71,82.14
23,2022-05-03,Gujarat Titans,1,Punjab Kings,"Dr DY Patil Sports Academy, Mumbai",,0,1,0,1,0,0,0,0,0,0,0.0,100.0
